"name";"temp_final";"dif_final";"cluster"
"Acholeplasma laidlawii";37;0;2
"Acholeplasma vituli";37;0;2
"Achromobacter aegrifaciens";34;1.75;2
"Achromobacter agilis";37;0;2
"Achromobacter aloeverae";31;0;1
"Achromobacter animicus";30;0;1
"Achromobacter anxifer";37;2.33333333333333;2
"Achromobacter deleyi";37;0;2
"Achromobacter denitrificans";30;1;1
"Achromobacter dolens";37;0;2
"Achromobacter insolitus";36;1.83333333333333;2
"Achromobacter insuavis";37;1.25;2
"Achromobacter insulatus";30;0;1
"Achromobacter kerstersii";37;0;2
"Achromobacter marplatensis";30;0;1
"Achromobacter mucicolens";30;1.16666666666667;1
"Achromobacter pestifer";37;0;2
"Achromobacter piechaudii";30;2.25;1
"Achromobacter pulmonis";33.5;3.5;2
"Achromobacter ruhlandii";37;3;2
"Achromobacter sp.";30;1.07142857142857;1
"Achromobacter spanius";34;2.85714285714286;2
"Achromobacter xylosoxidans";30;2.70175438596491;1
"Acidaminobacter hydrogenoformans";30;0;1
"Acidaminococcus fermentans";37;0;2
"Acidaminococcus intestini";37;0;2
"Acidianus ambivalens";80;0;3
"Acidianus brierleyi";72.5;2.5;3
"Acidianus infernus";88;0;3
"Acidianus sp.";67.5;2.5;3
"Acidianus sulfidivorans";70;0;3
"Acidibacter ferrireducens";28;0;1
"Acidicaldus organivorans";50;0;2
"Acidicapsa acidiphila";30;0;1
"Acidicapsa acidisoli";22;0;1
"Acidicapsa borealis";20;0;1
"Acidicapsa ferrireducens";30;0;1
"Acidicapsa ligni";25;0;1
"Acidiferrobacter sp.";28;0;1
"Acidiferrobacter thiooxydans";30;0;1
"Acidihalobacter aeolianus";35;0;2
"Acidihalobacter ferrooxydans";35;0;2
"Acidihalobacter prosperus";35;0;2
"Acidilobus aceticus";80;0;3
"Acidilobus saccharovorans";80;0;3
"Acidimicrobium ferrooxidans";45;0;2
"Acidiphilium acidophilum";30;0;1
"Acidiphilium cryptum";30;3;1
"Acidiphilium multivorum";30;0;1
"Acidiphilium sp.";30;0;1
"Acidipila dinghuensis";24;0;1
"Acidipila rosea";30;0;1
"Acidiplasma aeolicum";40;0;2
"Acidiplasma cupricumulans";55;0;3
"Acidipropionibacterium acidipropionici";30;2.33333333333333;1
"Acidipropionibacterium damnosum";30;0;1
"Acidipropionibacterium jensenii";30;0;1
"Acidipropionibacterium microaerophilum";30;0;1
"Acidipropionibacterium olivae";30;0;1
"Acidipropionibacterium thoenii";30;0;1
"Acidipropionibacterium virtanenii";30;0;1
"Acidisoma sibiricum";20;0;1
"Acidisoma tundrae";20;0;1
"Acidisphaera rubrifaciens";30;0;1
"Aciditerrimonas ferrireducens";50;0;2
"Acidithiobacillus albertensis";30;0;1
"Acidithiobacillus caldus";41;4;2
"Acidithiobacillus ferridurans";30;0;1
"Acidithiobacillus ferriphilus";30;0;1
"Acidithiobacillus ferrivorans";27.5;2.5;1
"Acidithiobacillus ferrooxidans";29;1.6;1
"Acidithiobacillus sp.";45;0;2
"Acidithiobacillus thiooxidans";28;1.71428571428571;1
"Acidobacteriaceae sp.";25;1.66666666666667;1
"Acidobacterium ailaaui";35;0;2
"Acidobacterium capsulatum";30;0;1
"Acidobacterium sp.";25;0;1
"Acidocella aluminiidurans";28;0;1
"Acidocella aminolytica";37;0;2
"Acidocella aquatica";28;0;1
"Acidocella aromatica";30;0;1
"Acidomonas methanolica";30;0;1
"Acidothermus cellulolyticus";55;0;3
"Acidovorax anthurii";28;0;1
"Acidovorax avenae";27;1.25;1
"Acidovorax caeni";28;0;1
"Acidovorax cattleyae";28;0;1
"Acidovorax citrulli";28;0.6;1
"Acidovorax defluvii";30;2.33333333333333;1
"Acidovorax delafieldii";25;1.14285714285714;1
"Acidovorax facilis";30;1.28571428571429;1
"Acidovorax kalamii";28;0;1
"Acidovorax konjaci";26.5;1.5;1
"Acidovorax oryzae";25;0;1
"Acidovorax radicis";30;0;1
"Acidovorax soli";30;2;1
"Acidovorax sp.";28;1;1
"Acidovorax temperans";34;2.84615384615385;2
"Acidovorax valerianellae";28;0;1
"Acidovorax wautersii";28;0;1
"Aciduliprofundum boonei";70;0;3
"Acinetobacter albensis";30;0;1
"Acinetobacter apis";30;0;1
"Acinetobacter baumannii";30;1.2125;1
"Acinetobacter baylyi";30;0;1
"Acinetobacter beijerinckii";30;0.666666666666667;1
"Acinetobacter bereziniae";30;1.8;1
"Acinetobacter bohemicus";30;0;1
"Acinetobacter boissieri";30;0;1
"Acinetobacter bouvetii";30;0;1
"Acinetobacter brisouii";28;0;1
"Acinetobacter calcoaceticus";30;2.30769230769231;1
"Acinetobacter celticus";14;0;1
"Acinetobacter colistiniresistens";37;0;2
"Acinetobacter courvalinii";30;0;1
"Acinetobacter dispersus";30;0;1
"Acinetobacter equi";37;0;2
"Acinetobacter gandensis";37;2.33333333333333;2
"Acinetobacter genomospecies 3";28;0.0476190476190476;1
"Acinetobacter gerneri";30;0;1
"Acinetobacter guillouiae";30;2.25;1
"Acinetobacter gyllenbergii";33.5;3.5;2
"Acinetobacter haemolyticus";30;0.117647058823529;1
"Acinetobacter harbinensis";25;0;1
"Acinetobacter indicus";30;0;1
"Acinetobacter johnsonii";30;1.47619047619048;1
"Acinetobacter junii";30;0.545454545454545;1
"Acinetobacter kookii";37;0;2
"Acinetobacter lactucae";32;2;1
"Acinetobacter larvae";28;0;1
"Acinetobacter libanensis";30;0;1
"Acinetobacter lwoffii";30;1.575;1
"Acinetobacter marinus";30;0;1
"Acinetobacter modestus";30;0;1
"Acinetobacter nectaris";30;0;1
"Acinetobacter nosocomialis";30;1.28571428571429;1
"Acinetobacter oleivorans";30;0;1
"Acinetobacter oryzae";30;0;1
"Acinetobacter parvus";32;3.58333333333333;1
"Acinetobacter piscicola";18;0;1
"Acinetobacter pittii";30;2.375;1
"Acinetobacter plantarum";30;0;1
"Acinetobacter pragensis";24;0;1
"Acinetobacter proteolyticus";30;0;1
"Acinetobacter pseudolwoffii";30;0;1
"Acinetobacter puyangensis";30;0;1
"Acinetobacter qingfengensis";30;0;1
"Acinetobacter radioresistens";37;2.88888888888889;2
"Acinetobacter refrigeratoris";30;0;1
"Acinetobacter rudis";30;0;1
"Acinetobacter schindleri";30;2;1
"Acinetobacter seifertii";33.5;3.5;2
"Acinetobacter seohaensis";30;0;1
"Acinetobacter septicus";37;0;2
"Acinetobacter soli";30;3;1
"Acinetobacter sp.";30;1.6875;1
"Acinetobacter tandoii";33.5;3.5;2
"Acinetobacter tjernbergiae";30;0;1
"Acinetobacter towneri";30;0;1
"Acinetobacter ursingii";30;1.76470588235294;1
"Acinetobacter variabilis";30;2.8;1
"Acinetobacter venetianus";32.5;4.5;2
"Acinetobacter vivianii";30;0;1
"Acrocarpospora corrugata";28;0;1
"Acrocarpospora macrocephala";28;0;1
"Acrocarpospora phusangensis";28;0;1
"Acrocarpospora pleiomorpha";28;0;1
"Actibacter sediminis";25;0;1
"Actibacterium mucosum";30;0;1
"Actibacterium pelagium";22;0;1
"Actibacterium ureilyticum";28;0;1
"Actinacidiphilus wushanense";28;0;1
"Actinoacidiphilus directus";28;0;1
"Actinoacidiphilus flexuosus";28;0;1
"Actinoacidiphilus helicoides";28;0;1
"Actinoallomurus acaciae";28;0;1
"Actinoallomurus acanthiterrae";28;0;1
"Actinoallomurus amamiensis";28;0;1
"Actinoallomurus bryophytorum";28;0;1
"Actinoallomurus caesius";28;0;1
"Actinoallomurus coprocola";28;0;1
"Actinoallomurus fulvus";28;0;1
"Actinoallomurus iriomotensis";28;0;1
"Actinoallomurus liliacearum";28;0;1
"Actinoallomurus luridus";28;0;1
"Actinoallomurus oryzae";28;0;1
"Actinoallomurus purpureus";28;0;1
"Actinoallomurus radicium";28;0;1
"Actinoallomurus spadix";28;0;1
"Actinoallomurus vinaceus";28;0;1
"Actinoallomurus yoronensis";28;0;1
"Actinoalloteichus cyanogriseus";28;0;1
"Actinoalloteichus hoggarensis";28;0;1
"Actinoalloteichus hymeniacidonis";28;0;1
"Actinoalloteichus nanshanensis";28;0;1
"Actinoalloteichus sp.";28;0;1
"Actinoalloteichus spitiensis";30;0;1
"Actinobacillus anseriformium";37;0;2
"Actinobacillus arthritidis";37;0;2
"Actinobacillus capsulatus";37;0;2
"Actinobacillus delphinicola";37;0;2
"Actinobacillus equuli";37;0;2
"Actinobacillus equuli subsp. haemolyticus";37;0;2
"Actinobacillus genomospecies 2";37;0;2
"Actinobacillus hominis";37;1;2
"Actinobacillus indolicus";37;0;2
"Actinobacillus lignieresii";37;0;2
"Actinobacillus minor";37;0;2
"Actinobacillus pleuropneumoniae";37;1.33333333333333;2
"Actinobacillus porcinus";37;0;2
"Actinobacillus rossii";37;0.75;2
"Actinobacillus scotiae";37;0;2
"Actinobacillus seminis";37;0;2
"Actinobacillus sp.";37;0;2
"Actinobacillus succinogenes";37;0;2
"Actinobacillus suis";37;0;2
"Actinobacillus ureae";37;0;2
"Actinobacteria sp.";45;0;2
"Actinobaculum lemanensis";37;0;2
"Actinobaculum massiliense";37;0;2
"Actinobaculum suis";37;0;2
"Actinobaculum timonae";37;0;2
"Actinocatenispora rupis";28;0;1
"Actinocatenispora sera";28;0;1
"Actinocatenispora thailandica";28;0;1
"Actinocorallia aurantiaca";28;0;1
"Actinocorallia aurea";28;0;1
"Actinocorallia cavernae";28;0;1
"Actinocorallia glomerata";28;0;1
"Actinocorallia herbida";28;0;1
"Actinocorallia lasiicapitis";20;0;1
"Actinocorallia libanotica";28;0;1
"Actinocorallia longicatena";28;0;1
"Actinocrinis puniceicyclus";22;0;1
"Actinocrispum wychmicini";27;0;1
"Actinokineospora acnipugnans";32;0;1
"Actinokineospora alba";28;0;1
"Actinokineospora auranticolor";28;0;1
"Actinokineospora baliensis";28;0;1
"Actinokineospora bangkokensis";28;0;1
"Actinokineospora cianjurensis";26;0;1
"Actinokineospora cibodasensis";28;0;1
"Actinokineospora diospyrosa";28;0;1
"Actinokineospora enzanensis";28;0;1
"Actinokineospora fastidiosa";28;0;1
"Actinokineospora globicatena";28;0;1
"Actinokineospora guangxiensis";28;0;1
"Actinokineospora inagensis";28;0;1
"Actinokineospora mzabensis";28;0;1
"Actinokineospora riparia";28;0;1
"Actinokineospora soli";28;0;1
"Actinokineospora spheciospongiae";28;0;1
"Actinokineospora terrae";28;0;1
"Actinomadura adrarensis";30;0;1
"Actinomadura alba";28;0;1
"Actinomadura algeriensis";28;0;1
"Actinomadura alkaliterrae";28;0;1
"Actinomadura apis";28;0;1
"Actinomadura atramentaria";28;0;1
"Actinomadura bangladeshensis";28;0;1
"Actinomadura barringtoniae";28;0;1
"Actinomadura catellatispora";28;0;1
"Actinomadura chibensis";37;0;2
"Actinomadura chokoriensis";28;0;1
"Actinomadura citrea";28;0;1
"Actinomadura coerulea";28;0;1
"Actinomadura craniellae";28;0;1
"Actinomadura cremea";28;0;1
"Actinomadura darangshiensis";28;0;1
"Actinomadura fibrosa";32;0;1
"Actinomadura flavalba";28;0;1
"Actinomadura formosensis";37;0;2
"Actinomadura fulvescens";40;0;2
"Actinomadura gamaensis";28;0;1
"Actinomadura geliboluensis";28;0;1
"Actinomadura glauciflava";28;0;1
"Actinomadura hallensis";28;0;1
"Actinomadura hibisca";28;0;1
"Actinomadura jiaoheensis";28;0;1
"Actinomadura keratinilytica";45;0;2
"Actinomadura kijaniata";28;0;1
"Actinomadura latina";28;2.25;1
"Actinomadura livida";28;0;1
"Actinomadura luteofluorescens";28;0;1
"Actinomadura macra";28;0;1
"Actinomadura madurae";28;2.85714285714286;1
"Actinomadura meridiana";28;0;1
"Actinomadura mexicana";28;0;1
"Actinomadura meyerae";28;0;1
"Actinomadura miaoliensis";40;0;2
"Actinomadura montaniterrae";32;0;1
"Actinomadura namibiensis";28;0;1
"Actinomadura napierensis";28;0;1
"Actinomadura nitritigenes";28;0;1
"Actinomadura oligospora";28;0;1
"Actinomadura pelletieri";28;3;1
"Actinomadura rayongensis";28;0;1
"Actinomadura rhizosphaerae";28;0;1
"Actinomadura rifamycini";28;0;1
"Actinomadura rudentiformis";28;0;1
"Actinomadura rugatobispora";28;0;1
"Actinomadura rupiterrae";28;0;1
"Actinomadura scrupuli";28;0;1
"Actinomadura sediminis";36;0;2
"Actinomadura sp.";28;2;1
"Actinomadura sputi";28;0;1
"Actinomadura syzygii";28;0;1
"Actinomadura verrucosospora";28;0;1
"Actinomadura vinacea";28;0;1
"Actinomadura viridilutea";55;2.5;3
"Actinomadura viridis";29;1;1
"Actinomadura xylanilytica";28;0;1
"Actinomadura yumaensis";37;0;2
"Actinomyces bovis";37;0;2
"Actinomyces bowdenii";37;0;2
"Actinomyces catuli";37;0;2
"Actinomyces dentalis";37;0;2
"Actinomyces denticolens";37;0;2
"Actinomyces gaoshouyii";30;0;1
"Actinomyces gerencseriae";37;0;2
"Actinomyces graevenitzii";37;0;2
"Actinomyces haliotis";37;0;2
"Actinomyces howellii";37;0;2
"Actinomyces israelii";37;0;2
"Actinomyces johnsonii";37;0;2
"Actinomyces lingnae";37;0;2
"Actinomyces liubingyangii";37;0;2
"Actinomyces massiliensis";37;0;2
"Actinomyces naeslundii";37;0;2
"Actinomyces odonlyticus";37;0;2
"Actinomyces oricola";37;0;2
"Actinomyces oris";37;0;2
"Actinomyces polynesiensis";37;0;2
"Actinomyces radicidentis";37;0;2
"Actinomyces ruminicola";37;0;2
"Actinomyces schaalii";37;0;2
"Actinomyces slackii";37;0;2
"Actinomyces sp.";37;0;2
"Actinomyces tangfeifanii";37;0;2
"Actinomyces timonensis";37;0;2
"Actinomyces urogenitalis";37;0;2
"Actinomyces viscosus";37;0;2
"Actinomyces vulturis";30;0;1
"Actinomyces weissii";37;0;2
"Actinomycetales sp.";37;0;2
"Actinomycetospora atypica";28;0;1
"Actinomycetospora callitridis";28;0;1
"Actinomycetospora chiangmaiensis";28;0;1
"Actinomycetospora chibensis";28;0;1
"Actinomycetospora chlora";28;0;1
"Actinomycetospora cinnamomea";28;0;1
"Actinomycetospora corticicola";28;0;1
"Actinomycetospora iriomotensis";28;0;1
"Actinomycetospora lutea";28;0;1
"Actinomycetospora rhizophila";28;0;1
"Actinomycetospora rishiriensis";28;0;1
"Actinomycetospora straminea";28;0;1
"Actinomycetospora succinea";28;0;1
"Actinophytocola algeriensis";30;0;1
"Actinophytocola burenkhanensis";28;0;1
"Actinophytocola corallina";28;0;1
"Actinophytocola gilvus";28;0;1
"Actinophytocola oryzae";28;0;1
"Actinophytocola sediminis";28;0;1
"Actinophytocola sp.";28;0;1
"Actinophytocola timorensis";28;0;1
"Actinophytocola xanthii";26;0;1
"Actinophytocola xinjiangensis";28;0;1
"Actinoplanes abujensis";28;0;1
"Actinoplanes atraurantiacus";28;0;1
"Actinoplanes auranticolor";28;0;1
"Actinoplanes brasiliensis";28;0;1
"Actinoplanes campanulatus";28;0;1
"Actinoplanes capillaceus";28;0;1
"Actinoplanes consettensis";28;0;1
"Actinoplanes couchii";28;0;1
"Actinoplanes cyaneus";28;0;1
"Actinoplanes deccanensis";28;0;1
"Actinoplanes derwentensis";28;0;1
"Actinoplanes deserti";28;0;1
"Actinoplanes digitatis";28;0;1
"Actinoplanes durhamensis";28;0;1
"Actinoplanes ferrugineus";28;0;1
"Actinoplanes friuliensis";28;0;1
"Actinoplanes garbadinensis";28;0;1
"Actinoplanes globisporus";28;0;1
"Actinoplanes gratiae";28;0;1
"Actinoplanes hulinensis";28;0;1
"Actinoplanes humidus";28;0;1
"Actinoplanes ianthinogenes";28;0;1
"Actinoplanes italicus";28;0;1
"Actinoplanes lichenis";27;0;1
"Actinoplanes liguriensis";28;0;1
"Actinoplanes lobatus";28;0;1
"Actinoplanes luteus";28;0;1
"Actinoplanes lutulentus";28;0;1
"Actinoplanes missouriensis";28;0;1
"Actinoplanes nipponensis";28;0;1
"Actinoplanes octamycinicus";28;0;1
"Actinoplanes palleronii";28;0;1
"Actinoplanes philippinensis";28;0;1
"Actinoplanes ramoplaninifer";32;0;1
"Actinoplanes rectilineatus";28;0;1
"Actinoplanes regularis";28;0;1
"Actinoplanes rhizophilus";28;0;1
"Actinoplanes rishiriensis";28;0;1
"Actinoplanes sediminis";28;0;1
"Actinoplanes siamensis";28;0;1
"Actinoplanes sichuanensis";28;0;1
"Actinoplanes sp.";28;0;1
"Actinoplanes subglobosus";37;0;2
"Actinoplanes teichomyceticus";28;0;1
"Actinoplanes tereljensis";28;0;1
"Actinoplanes toevensis";28;0;1
"Actinoplanes utahensis";28;0;1
"Actinoplanes xinjiangensis";28;0;1
"Actinopolymorpha alba";28;0;1
"Actinopolymorpha cephalotaxi";28;0;1
"Actinopolymorpha pittospori";28;0;1
"Actinopolymorpha rutila";28;0;1
"Actinopolymorpha singaporensis";28;0;1
"Actinopolyspora alba";37;0;2
"Actinopolyspora algeriensis";28;0;1
"Actinopolyspora biskrensis";28;0;1
"Actinopolyspora erythraea";28;0;1
"Actinopolyspora halophila";37;0;2
"Actinopolyspora lacussalsi";37;0;2
"Actinopolyspora mortivallis";36.5;8.5;2
"Actinopolyspora mzabensis";28;0;1
"Actinopolyspora righensis";28;0;1
"Actinopolyspora saharensis";28;0;1
"Actinopolyspora salina";37;0;2
"Actinopolyspora salinaria";32;0;1
"Actinopolyspora sp.";37;0;2
"Actinopolyspora xinjiangensis";37;0;2
"Actinorectispora indica";22;0;1
"Actinorectispora metalli";28;0;1
"Actinorhabdospora filicis";26;0;1
"Actinorugispora endophytica";28;0;1
"Actinospica acidiphila";28;0;1
"Actinospica durhamensis";28;0;1
"Actinospica robiniae";28;0;1
"Actinosynnema mirum";28;0;1
"Actinosynnema pretiosum";28;0;1
"Actinosynnema pretiosum subsp. auranticum";28;0;1
"Actinotalea caeni";32;0;1
"Actinotalea fermentans";29;1;1
"Actinotalea ferrariae";22;0;1
"Actinotalea solisilvae";25;0;1
"Actinotignum sanguinis";37;0;2
"Actinotignum schaalii";37;0;2
"Actinotignum urinale";37;0;2
"Acutalibacter muris";37;0;2
"Acuticoccus yangtzensis";30;0;1
"Adhaeribacter aerolatus";22;0;1
"Adhaeribacter aerophilus";24;0;1
"Adhaeribacter aquaticus";30;0;1
"Adhaeribacter sp.";29;1;1
"Adhaeribacter swui";28;0;1
"Adhaeribacter terrae";22;0;1
"Adhaeribacter terreus";24;0;1
"Adlercreutzia caecicola";37;0;2
"Adlercreutzia caecimuris";37;0;2
"Adlercreutzia equolifaciens";37;0;2
"Adlercreutzia equolifaciens subsp. celatus";37;0;2
"Adlercreutzia mucosicola";37;0;2
"Adlercreutzia muris";37;0;2
"Advenella alkanexedens";28;0;1
"Advenella faeciporci";30;0;1
"Advenella incenata";34;0.333333333333333;2
"Advenella kashmirensis";28;0;1
"Advenella kashmirensis subsp. methylica";30;0;1
"Advenella mimigardefordensis";28;0;1
"Aequorivita aestuarii";26;0;1
"Aequorivita antarctica";20;0;1
"Aequorivita capsosiphonis";25;0;1
"Aequorivita crocea";20;0;1
"Aequorivita lipolytica";20;0;1
"Aequorivita sp.";20;0;1
"Aequorivita sublithincola";6;0;1
"Aequorivita viscosa";28;0;1
"Aequorivita vladivostokensis";25;0;1
"Aeribacillus composti";58;0;3
"Aeribacillus pallidus";52.5;5;3
"Aeribacillus sp.";60;0;3
"Aeriscardovia aeriphila";37;0;2
"Aerococcus christensenii";37;0;2
"Aerococcus sanguinicola";37;0.318181818181818;2
"Aerococcus sp.";28;0;1
"Aerococcus suis";37;0;2
"Aerococcus urinae";37;0.333333333333333;2
"Aerococcus urinaeequi";34;2.33333333333333;2
"Aerococcus urinaehominis";37;0;2
"Aerococcus vaginalis";30;0;1
"Aerococcus viridans";37;2.5;2
"Aeromicrobium alkaliterrae";28;0;1
"Aeromicrobium camelliae";28;0;1
"Aeromicrobium choanae";24;0;1
"Aeromicrobium erythreum";37;0;2
"Aeromicrobium fastidiosum";28;0;1
"Aeromicrobium flavum";28;0;1
"Aeromicrobium ginsengisoli";28;0;1
"Aeromicrobium halocynthiae";25;0;1
"Aeromicrobium halotolerans";28;0;1
"Aeromicrobium marinum";28;0;1
"Aeromicrobium massiliense";28;0;1
"Aeromicrobium panacisoli";28;0;1
"Aeromicrobium panaciterrae";28;0;1
"Aeromicrobium ponti";28;0;1
"Aeromicrobium sp.";28;0.923076923076923;1
"Aeromicrobium tamlense";28;0;1
"Aeromonas allosaccharophila";28;0;1
"Aeromonas aquatica";28;0;1
"Aeromonas australiensis";28;0;1
"Aeromonas bestiarum";30;0;1
"Aeromonas bivalvium";28;0;1
"Aeromonas caviae";37;2.9047619047619;2
"Aeromonas dhakensis";37;2.66666666666667;2
"Aeromonas diversa";37;0;2
"Aeromonas encheleia";29;1;1
"Aeromonas enteropelogenes";30;0.333333333333333;1
"Aeromonas eucrenophila";30;2.33333333333333;1
"Aeromonas finlandensis";28;0;1
"Aeromonas fluvialis";28;0;1
"Aeromonas hydrophila";30;2.25;1
"Aeromonas hydrophila subsp. ranae";28;0;1
"Aeromonas ichthiosmia";30;0;1
"Aeromonas jandaei";32.5;4.5;2
"Aeromonas lacus";28;0;1
"Aeromonas lusitana";28;0;1
"Aeromonas media";30;4.33333333333333;1
"Aeromonas molluscorum";28;0;1
"Aeromonas piscicola";29;1;1
"Aeromonas popoffii";32.5;4.5;2
"Aeromonas rivipollensis";28;0;1
"Aeromonas rivuli";28;0;1
"Aeromonas salmonicida";30;3.11111111111111;1
"Aeromonas salmonicida subsp. achromogenes";25;0;1
"Aeromonas salmonicida subsp. masoucida";28;0;1
"Aeromonas salmonicida subsp. pectinolytica";30;0;1
"Aeromonas salmonicida subsp. smithia";20;0;1
"Aeromonas sanarellii";28;0;1
"Aeromonas schubertii";22;0;1
"Aeromonas simiae";30;0;1
"Aeromonas sobria";30;3.53846153846154;1
"Aeromonas sp.";29;1;1
"Aeromonas taiwanensis";28;0;1
"Aeromonas tecta";30;0;1
"Aeromonas veronii";30;2.625;1
"Aeropyrum camini";85;0;3
"Aeropyrum pernix";90;0;3
"Aerosphaera taetra";37;0;2
"Aestuariibacter aggregatus";28;0;1
"Aestuariibacter halophilus";40;0;2
"Aestuariibacter salexigens";35;0;2
"Aestuariibaculum suncheonense";22;0;1
"Aestuariibius insulae";28;0;1
"Aestuariicoccus marinus";28;0;1
"Aestuariihabitans beolgyonensis";30;0;1
"Aestuariimicrobium kwangyangense";28;0;1
"Aestuariimicrobium soli";28;0;1
"Aestuariimonas insulae";25;0;1
"Aetherobacter fasciculatus";22;0;1
"Aetherobacter rufus";22;0;1
"Afifella marina";25;0;1
"Afifella pfennigii";28;0;1
"Afifella sp.";30;0;1
"Afipia birgiae";28;0;1
"Afipia broomeae";30;0.4;1
"Afipia clevelandensis";28;0;1
"Afipia felis";30;0.666666666666667;1
"Afipia lausannensis";28;0;1
"Afipia massiliensis";28;0;1
"Afipia quartiernordensis";37;0;2
"Afipia saintantoinensis";30;0;1
"Afipia sp.";37;3;2
"Agaribacterium haliotis";28;0;1
"Agaricicola taiwanensis";29;1;1
"Agarilytica rhodophyticola";30;0;1
"Agarivorans aestuarii";20;0;1
"Agarivorans albus";37;0;2
"Agarivorans gilvus";28;0;1
"Agarivorans litoreus";28;0;1
"Agarivorans sp.";28;0;1
"Agathobacter rectalis";37;0;2
"Agathobacter ruminis";35;0;2
"Agathobaculum butyriciproducens";37;0;2
"Agathobaculum desmolans";37;0;2
"Aggregatibacter actinomycetemcomitans";37;0;2
"Aggregatibacter aphrophilus";37;0;2
"Aggregatibacter kilianii";37;0;2
"Aggregatibacter segnis";37;0;2
"Aggregatibacter simiae";37;0;2
"Aggregicoccus edonensis";28;0;1
"Agitococcus lubricus";28;0;1
"Agreia bicolorata";28;0;1
"Agreia pratensis";28;0;1
"Agreia sp.";28;0.6;1
"Agrobacterium agile";26;0;1
"Agrobacterium larrymoorei";30;0;1
"Agrobacterium luteum";26;0;1
"Agrobacterium nepotum";30;0;1
"Agrobacterium pusense";28;0;1
"Agrobacterium radiobacter";30;2.23809523809524;1
"Agrobacterium rosae";26;0;1
"Agrobacterium rubi";30;0;1
"Agrobacterium salinitolerans";28;0;1
"Agrobacterium skierniewicense";30;0;1
"Agrobacterium sp.";27.5;2.33333333333333;1
"Agrococcus baldri";28;0;1
"Agrococcus carbonis";28;0;1
"Agrococcus casei";28;0;1
"Agrococcus citreus";28;0;1
"Agrococcus jejuensis";28;0;1
"Agrococcus jenensis";28;0;1
"Agrococcus lahaulensis";37;3;2
"Agrococcus sp.";28;0;1
"Agrococcus terreus";28;0;1
"Agrococcus versicolor";28;0;1
"Agromyces albus";24;0;1
"Agromyces allii";29;1;1
"Agromyces atrinae";28;0;1
"Agromyces aurantiacus";28;0;1
"Agromyces aureus";28;0;1
"Agromyces bauzanensis";28;0;1
"Agromyces binzhouensis";24;0;1
"Agromyces bracchium";28;0;1
"Agromyces cerinus";28;0;1
"Agromyces cerinus subsp. nitratus";30;0;1
"Agromyces flavus";28;0;1
"Agromyces fucosus";28;0;1
"Agromyces hippuratus";28;0;1
"Agromyces humatus";28;0;1
"Agromyces indicus";28;0;1
"Agromyces insulae";24;0;1
"Agromyces iriomotensis";28;0;1
"Agromyces italicus";28;0;1
"Agromyces lapidis";28;0;1
"Agromyces luteolus";28;0;1
"Agromyces marinus";28;0;1
"Agromyces mediolanus";30;3;1
"Agromyces neolithicus";28;0;1
"Agromyces ramosus";28;0;1
"Agromyces rhizospherae";28;0;1
"Agromyces salentinus";28;0;1
"Agromyces soli";28;0;1
"Agromyces sp.";28;0;1
"Agromyces subbeticus";28;0;1
"Agromyces subtropicus";28;0;1
"Agromyces terreus";25;0;1
"Agromyces tropicus";28;0;1
"Agromyces ulmi";28;0;1
"Ahrensia kielensis";26;0;1
"Ahrensia marina";24;0;1
"Aidingimonas halophila";32.5;4.5;2
