From	To
Q93RE9	BAB62258.1
Q47PU3	AAZ55526.1
Q5NG43	CAG45647.1
Q92PZ3	CAC46156.1
A5W4E9	AAA26008.1
A5W4E9	ABQ79009.1
P30967	AAA23115.1
P30967	AAD37774.1
P30967	AAQ60846.1
A0A0H2UP26	AAK74804.1
Q54AI1	BAA76407.1
Q54AI1	OSQ24034.1
P17846	AAA23651.1
P17846	AAA69273.1
P17846	AAC75805.1
P17846	BAE76840.1
P17846	CAA68816.1
A0A0H2V7F2	AAN80428.1
P05050	AAA23416.1
P05050	AAA16409.1
P05050	AAC75272.1
P05050	BAA15995.1
P05050	AAA23414.1
P9WNX1	CCP45562.1
P15453	AAX75946.1
F2YRY7	AEA30275.1
A8MI53	ABW19485.1
Q8G907	BAE07062.1
Q8G907	CAD41948.1
D0E8I5	ACU83550.1
P9WQA5	CCP45776.1
Q989T9	BAB52605.1
Q46856	AAA69178.1
Q46856	AAC76047.1
Q46856	BAE77068.1
Q1LCS4	ABF12052.1
P12676	AAA26719.1
L7WC64	AGC77521.1
O34374	AAC46317.1
O34374	CAB13078.1
A9W386	ABY30042.1
A5F5Y7	AAD29964.1
A5F5Y7	ABQ20333.1
A5F5Y7	ACP10399.1
M2V3J0	EME00352.1
H7C6E5	BAC46435.1
Q9A0G6	AAK33724.1
D3RVD4	ADC61061.1
Q03304	AAA26004.1
Q03304	AAS66665.1
O68098	AAC16188.1
O68098	ADE85787.1
K0V1M6	EJZ04879.1
Q5IW40	CAJ14042.1
Q5IW40	AAU00079.2
Q5IW40	EFL30523.1
O31785	CAB13607.2
Q56219	AAA97940.1
Q56219	BAD69909.1
Q92NR7	CAC46691.1
Q9X0Z6	AAD36344.1
Q9X0Z6	AGL50198.1
Q9X0Z6	AHD18826.1
A9FFA1	CAN94969.1
Q8P9V9	AAM41029.1
Q9I4G8	AAG04558.1
Q2GA76	ABD25247.1
A7X522	BAF79026.1
Q8ZMX9	AAL21535.1
Q8EXM2	AAN51745.1
P9WPN8	AAK45044.1
B2HN69	ACC40567.1
D1A7C3	ACZ00329.1
Q3JRS9	ABA50170.1
P24703	AAA23312.1
P24703	AAO91204.1
O66905	AAC06869.1
Q84HF5	AAL65289.1
D0CAD5	EEX03467.1
B5Z6U8	ACI27297.1
A0A1E3MC83	ODP72653.1
A0A1E3MC83	OIH04103.1
P32021	BAA02477.1
A0A075BSX9	AGS16700.1
A0A075BSX9	ANH08442.1
V5VHS3	AVI34225.1
V5VHS3	KAA8934044.1
V5VHS3	KZA26506.1
V5VHS3	ODP70480.1
V5VHS3	OIG68363.1
V5VHS3	OTL57551.1
V5VHS3	OVL10752.1
V5VHS3	OZT28604.1
V5VHS3	PHQ01792.1
V5VHS3	POZ08938.1
V5VHS3	RCU28665.1
V5VHS3	RSP74994.1
V5VHS3	SSS26497.1
V5VHS3	TEX14546.1
V5VHS3	TEX26371.1
V5VHS3	TGZ04194.1
V5VHS3	TLT61559.1
V5VHS3	TLT64575.1
V5VHS3	TPS01561.1
V5VHS3	TPU62520.1
V5VHS3	TPU78503.1
Q9JYM0	AAF41875.1
A6X5N0	ABS16534.1
I3DZK9	AIE59747.1
A9ERX9	CAN97336.1
P74373	BAA18468.1
A0A1S8QGT2	OOM49503.1
Q8R612	AAL95608.1
P29166	AAA23248.1
A0A0H2ZSV5	ABK64886.1
Q8DLC1	BAC08127.1
A0A0H3ASL8	ABQ61707.1
P0ABQ4	AAA87976.1
P0ABQ4	CAA28755.1
P0ABQ4	AAC73159.1
P0ABQ4	BAB96616.1
P75898	AAC74097.1
P75898	BAA35789.1
