From	To
Q9VVR9	UniRef50_Q9VVR9
A3NZS3	UniRef50_A2SD47
Q9CKL8	UniRef50_P39185
P0A863	UniRef50_Q8ZE42
Q89EM9	UniRef50_Q89EM9
Q83PZ3	UniRef50_Q8X8F9
Q3IZ83	UniRef50_P93052
P37844	UniRef50_P37844
P55304	UniRef50_P55304
B8HBS2	UniRef50_A1R8A6
A3QAT3	UniRef50_Q2JZT8
Q8ZAX7	UniRef50_Q8ZAX7
B7KVX2	UniRef50_Q8YJE7
P29696	UniRef50_P29696
Q746G0	UniRef50_Q97Y45
Q9PET6	UniRef50_Q9HYF4
A5IT63	UniRef50_P54377
A1AD59	UniRef50_P39185
B9JBW0	UniRef50_Q8UC86
Q3IRN3	UniRef50_Q12UJ7
Q8PDQ6	UniRef50_Q8PDQ6
Q5GRK4	UniRef50_Q73IP1
Q2G993	UniRef50_P61616
P65465	UniRef50_Q5LYN3
B7URL9	UniRef50_Q8XAS9
P54887	UniRef50_P54887
P0C660	UniRef50_Q9NAM7
G9N4A1	UniRef50_G9N4A1
Q5RE51	UniRef50_O15121
Q5L9K3	UniRef50_Q8A625
B5YPX9	UniRef50_Q8ZPR4
A5EV79	UniRef50_A5EV79
B1KFN0	UniRef50_Q8EAP2
B8F6W7	UniRef50_Q8EKN9
P0DN30	UniRef50_P0DN30
P49250	UniRef50_P46883
Q38799	UniRef50_Q38799
Q53586	UniRef50_Q53586
P41480	UniRef50_P41480
O04016	UniRef50_O04016
A3N1U6	UniRef50_P44427
B1X6K1	UniRef50_A7ME22
P49419	UniRef50_P49419
A1WBZ2	UniRef50_A1TKF1
O00767	UniRef50_O00767
Q9N655	UniRef50_Q9N655
B0UCF0	UniRef50_P93052
Q27666	UniRef50_P34697
P62093	UniRef50_P62090
Q5RF10	UniRef50_P04040
Q6B0I6	UniRef50_Q6B0I6
B7NDX8	UniRef50_P25924
Q28892	UniRef50_P31213
A9I769	UniRef50_Q2SZJ3
Q1AVQ0	UniRef50_Q1AVQ0
Q9FZC8	UniRef50_Q9FZC4
P30008	UniRef50_P30008
B8NTZ8	UniRef50_B8NTZ8
Q5KX35	UniRef50_P58667
A5GQ77	UniRef50_P31087
P51357	UniRef50_Q8CM25
C1AYB3	UniRef50_Q53WH9
Q7UZS3	UniRef50_P72848
D5VGV4	UniRef50_C9QZ64
Q8GXR9	UniRef50_Q8GXR9
Q2NVE9	UniRef50_P40861
A8FFW6	UniRef50_C8WR67
P11707	UniRef50_Q9HB55-3
P0A395	UniRef50_P0A394
P48624	UniRef50_P46310
Q9AQ97	UniRef50_Q9AQ99
Q8P1F1	UniRef50_P65666
C5BR49	UniRef50_C5BR49
P0AEK5	UniRef50_P16657
Q3YVX3	UniRef50_Q8EKN9
O67232	UniRef50_O67251
Q5R8Q8	UniRef50_Q96A73
Q700X4	UniRef50_Q700X4
Q5FG15	UniRef50_Q2GHC3
Q9X2A2	UniRef50_Q9X2A2
P49319	UniRef50_P25819
Q6IAN0	UniRef50_Q6IAN0
Q87AS0	UniRef50_Q9HYF4
C4ZYA1	UniRef50_A6T9Y6
C1DRI9	UniRef50_C1DRI9
Q2RRM4	UniRef50_Q2RRM4
A5IVY0	UniRef50_Q4A0E7
P05337	UniRef50_P48183
P06631	UniRef50_Q8M9W3
Q5HKZ5	UniRef50_P94498
Q0A961	UniRef50_C1I202
A6URJ1	UniRef50_Q6M1B0
B9JD13	UniRef50_Q92QR7
A9MH27	UniRef50_Q7N571
Q7W850	UniRef50_Q7VX83
Q0JQ12	UniRef50_Q9T0N8
Q7W977	UniRef50_Q7WHJ0
B4EKD5	UniRef50_B4EKD5
P04998	UniRef50_P83755
A0LCZ1	UniRef50_Q3SG61
A3Q9C6	UniRef50_P59309
Q5KXG9	UniRef50_P54550
B3E8C4	UniRef50_B5EGQ4
A0A482ND39	UniRef50_A0A482ND39
G5EER4	UniRef50_G5EER4
Q9D6Y7	UniRef50_Q9D6Y7
A5CW97	UniRef50_A1AX01
P87025	UniRef50_Q12634
Q87ST5	UniRef50_P58717
Q83R81	UniRef50_Q8X9S9
Q43138	UniRef50_Q43138
B2TTB0	UniRef50_Q60006
P28304	UniRef50_P28304
Q8S8X5	UniRef50_P09144
A4W6X5	UniRef50_P40861
Q888A4	UniRef50_Q48MT7
B6VRE8	UniRef50_Q9T030
Q9V5L3	UniRef50_Q9V5L3
Q09X18	UniRef50_P0C357
B5E4Y3	UniRef50_O05269
Q9ZSA8	UniRef50_Q9ZSA8
C4K2Y8	UniRef50_Q9ZC86
C3LVU3	UniRef50_P39185
P32746	UniRef50_P32746
P72324	UniRef50_P72324
O33686	UniRef50_P0A4J6
A0L7X6	UniRef50_Q5ZZ95
P81102	UniRef50_P81102
Q28SE8	UniRef50_Q5LSJ4
B2SUY3	UniRef50_C3K053
Q400K4	UniRef50_P17295
P78588	UniRef50_Q5A446
P80491	UniRef50_P80491
Q25519	UniRef50_Q25519
Q974S8	UniRef50_Q974S8
B2U5C2	UniRef50_C3K053
A9WZ04	UniRef50_Q9ANL0
Q945B5	UniRef50_Q945B5
Q5NZG9	UniRef50_C3K601
O89000	UniRef50_Q28943
Q0TRF3	UniRef50_P58675
Q5BK81	UniRef50_Q8VDQ1
Q8D849	UniRef50_Q87MS5
Q3BQZ6	UniRef50_Q128T0
Q74BW9	UniRef50_K4LVZ1
P32816	UniRef50_P32816
B9F058	UniRef50_Q9LF05
Q8L7W5	UniRef50_Q8L7W5
O74298	UniRef50_P40976
Q0HX57	UniRef50_Q9KTX1
Q1PDH6	UniRef50_O81081
E7FHN9	UniRef50_E7FHN9
B9JD11	UniRef50_Q7CZN9
O19883	UniRef50_O19883
Q39VU8	UniRef50_Q74D29
P39051	UniRef50_P39040
P12859	UniRef50_P25856
B7UFL9	UniRef50_P39185
Q5WHI2	UniRef50_Q5WHI2
B6JH72	UniRef50_Q6N5Q6
A5UAS0	UniRef50_Q8EKN9
A2YUQ6	UniRef50_Q8H2V6
B7GH18	UniRef50_K4LVZ1
O84835	UniRef50_Q9Z6S4
Q9KD18	UniRef50_P54482
P76553	UniRef50_P76553
O75891	UniRef50_O75891
B0K4D2	UniRef50_Q9X2A2
A2BUP5	UniRef50_Q7VDS2
Q39DG2	UniRef50_Q1LK00
P00435	UniRef50_P11352
Q3JRQ3	UniRef50_Q82XV0
Q76I22	UniRef50_P29250
P61746	UniRef50_Q2RND0
Q93353	UniRef50_Q93353
Q93ZN2	UniRef50_Q93ZN2
Q9LJK2	UniRef50_O81077
Q59985	UniRef50_Q9ZH99
Q828K8	UniRef50_Q828K8
Q6N9J7	UniRef50_P0DJN9
P0A088	UniRef50_Q5WH73
B5XPH2	UniRef50_P00459
Q9SVG7	UniRef50_Q9FZC4
B1JKC0	UniRef50_P40402
A8GS71	UniRef50_Q9ZD32
Q2W064	UniRef50_P93052
Q2FH42	UniRef50_Q49XJ8
A1VBA6	UniRef50_Q728Q5
B9E9F9	UniRef50_Q8FLV6
Q5AR55	UniRef50_Q5AR55
A4QLA1	UniRef50_Q8CM25
Q64413	UniRef50_P81601
Q00519	UniRef50_P22985
A1WDX8	UniRef50_Q59680
P15047	UniRef50_P15047
A7GNY4	UniRef50_P54550
Q9AJD6	UniRef50_Q9AJD6
P22320	UniRef50_P22320
O84381	UniRef50_O84381
Q0AMW9	UniRef50_Q0C566
B4SEU9	UniRef50_Q8KBD8
C4ZPV7	UniRef50_Q8ZRX8
Q7CJY7	UniRef50_Q8EG21
Q0C3K3	UniRef50_Q0C3K3
Q3ULJ0	UniRef50_Q8N335
Q87KU1	UniRef50_Q9KV66
Q32K21	UniRef50_P56933
C7QJ42	UniRef50_C7QJ42
Q91WD5	UniRef50_O75306
Q5UQV6	UniRef50_Q5UQV6
B1LM32	UniRef50_P28793
B1Z1S8	UniRef50_B4EKD5
B9MDS3	UniRef50_Q5P6G9
A7GSF4	UniRef50_A7GSF4
A3MTM6	UniRef50_A8MC03
M1WEN7	UniRef50_M1WEN7
Q3JCS0	UniRef50_Q820Q4
P00331	UniRef50_P00330
B2GHT4	UniRef50_B0RIK6
Q9BUT1	UniRef50_Q9BUT1
Q2R0L0	UniRef50_Q2R0L2
C0RHC3	UniRef50_A6WWA8
P0A406	UniRef50_P0A405
A6QIQ2	UniRef50_C8WR67
P9WGP8	UniRef50_P9WGP8
A6QEP0	UniRef50_Q49VE0
A2SQU1	UniRef50_Q2FTL0
F8S0Z5	UniRef50_P81382
Q6UWP2	UniRef50_Q6UWP2
Q768T5	UniRef50_A0QTU8
Q3Z5Y1	UniRef50_A9MR43
Q979N7	UniRef50_Q974S8
O64967	UniRef50_P43256
Q7MIS5	UniRef50_Q87MM3
Q3M4S2	UniRef50_Q3M4S2
Q8DIV4	UniRef50_P0A444
C0PZ88	UniRef50_Q83QN1
Q0AHU2	UniRef50_A2SD47
Q3Z7C7	UniRef50_P00459
Q83RE8	UniRef50_P39831
C5CXD8	UniRef50_Q7NWQ6
P57655	UniRef50_P05989
P12676	UniRef50_P12676
Q1MHV8	UniRef50_Q8UG34
P0C0J2	UniRef50_P0C0J2
B1MHK0	UniRef50_A0QPD3
P84820	UniRef50_Q51799
A5FZM1	UniRef50_O59651
F4BEN2	UniRef50_F4BEN2
Q6H3Y7	UniRef50_Q6H3Y7
A0A1B4XBH0	UniRef50_A0A1B4XBH0
A3PEU9	UniRef50_Q7VA53
Q5ZZ97	UniRef50_Q2YCK3
B7UK62	UniRef50_A7ME22
C3NZS9	UniRef50_Q81C25
O96693	UniRef50_Q8IKG4
A1KUZ8	UniRef50_Q888N4
A9AGH1	UniRef50_Q1LK00
P0A8G8	UniRef50_Q8X4B4
A8A2L0	UniRef50_Q9KT58
Q8XFA5	UniRef50_Q8CM25
A0RPL8	UniRef50_Q9PPM1
Q55CC2	UniRef50_P21914
Q9ZKE7	UniRef50_O25151
C3PGV9	UniRef50_Q50441
Q6GFZ8	UniRef50_Q6LX40
O13597	UniRef50_P38670
Q5HPE6	UniRef50_Q49XJ8
Q92EQ7	UniRef50_P42412
Q5RFG3	UniRef50_P22352
A7Z3T1	UniRef50_Q7NEF6
P58672	UniRef50_Q9KTX1
Q9Z0Z4	UniRef50_Q9BQS7
P9WPP5	UniRef50_P63708
A3PF83	UniRef50_Q93SN8
Q15GI3	UniRef50_Q15GI3
B2TWA2	UniRef50_Q7N2B2
P9WKD4	UniRef50_Q9CCE3
Q8Z9L2	UniRef50_B4EY23
C5PA86	UniRef50_Q8X071
P33616	UniRef50_P04798
Q9ZA11	UniRef50_Q9FDS1
B3FWT7	UniRef50_C5H881
P14721	UniRef50_Q9XES5
Q36450	UniRef50_Q36450
Q08BA6	UniRef50_Q08BA6
Q4L975	UniRef50_Q4L975
Q8TXG3	UniRef50_Q8TXG3
Q6N021	UniRef50_Q6N021
P9WIZ9	UniRef50_P9WIZ8
B1X9D1	UniRef50_C8U5H2
Q81JK8	UniRef50_P54375
Q8ZAW9	UniRef50_Q8ZAW9
P47120	UniRef50_P47120
A8GCK4	UniRef50_Q8EDZ8
Q53GQ0	UniRef50_Q53GQ0
Q1ACL5	UniRef50_P95463
A4ITP5	UniRef50_Q9K6A4
Q54UF7	UniRef50_Q54UF7
A2XAZ3	UniRef50_P32771
Q4F867	UniRef50_P81382
Q21IG1	UniRef50_A8EV17
B7UN24	UniRef50_Q8EDZ8
Q5ZL21	UniRef50_Q9Y4U1
O73853	UniRef50_P30437
Q3ZZJ7	UniRef50_Q3Z9A4
Q5HQB1	UniRef50_P34958
P13663	UniRef50_P13663
Q6H952	UniRef50_Q8CM25
Q9K8V2	UniRef50_A4IL46
O66602	UniRef50_O67149
Q6FMG7	UniRef50_P00431
Q5GVE4	UniRef50_Q3BYF4
A6Q2R7	UniRef50_P0C632
P0CN29	UniRef50_P0CN28
Q55AJ4	UniRef50_Q55AJ4
Q6GBS7	UniRef50_Q49VB1
Q4JUX5	UniRef50_Q4JUX5
G8GV69	UniRef50_G8GV69
Q9P7I6	UniRef50_Q9P7I6
A4TM66	UniRef50_Q7N2B2
Q95L74	UniRef50_P04839
Q31X75	UniRef50_Q31X75
Q5NLX5	UniRef50_Q8UBS1
Q1ACE1	UniRef50_Q85FG6
A9QZY9	UniRef50_P58719
A5E8S0	UniRef50_Q89WX9
Q80UG1	UniRef50_Q8N9I5
Q9UQ10	UniRef50_Q9UQ10
A5I4X1	UniRef50_A7FWA9
A1WCP4	UniRef50_Q1BZ67
B9JAQ2	UniRef50_Q8G257
Q54RA4	UniRef50_Q54RA4
P05164	UniRef50_P05164
Q8R9J3	UniRef50_Q8Y5W9
Q21FC9	UniRef50_Q3SG61
D5AV14	UniRef50_D5AV14
A0QQJ4	UniRef50_A0QQJ4
A7N127	UniRef50_Q2YBM5
Q73VH7	UniRef50_Q9Z565
Q4UM57	UniRef50_Q9ZDL2
Q4FZX5	UniRef50_Q78J03
A9N035	UniRef50_A6T9Y6
B1M5I6	UniRef50_Q8XAU5
H2DH23	UniRef50_H2DH23
P93771	UniRef50_O04705
O69671	UniRef50_G7CFI3
Q87F90	UniRef50_Q87F90
A0A1U8QNG8	UniRef50_A0A1U8QNG8
O85673	UniRef50_O85673
Q6H9H9	UniRef50_A0A384JQG4
C5CGP2	UniRef50_C5CGP2
A0A159BP93	UniRef50_Q1ERI0
Q4KH71	UniRef50_Q4KH71
B4ECZ8	UniRef50_O50174
Q82W26	UniRef50_P60859
Q5A446	UniRef50_Q5A446
Q2YBP9	UniRef50_Q3SG61
Q0BKE7	UniRef50_A7NE97
Q0W131	UniRef50_Q0W131
P51652	UniRef50_P42330
A4T413	UniRef50_Q7UJI2
A8F109	UniRef50_Q9ZDS7
Q1C742	UniRef50_O52325
Q6HDN9	UniRef50_Q7N706
B5FJ81	UniRef50_Q8ZPR4
O32518	UniRef50_P50972
P0A083	UniRef50_P0A084
C1BAJ3	UniRef50_Q53WH9
Q6FYZ7	UniRef50_Q9HTX7
Q924Y0	UniRef50_Q9QZU7
A5N5Y0	UniRef50_B9DZF9
Q08891	UniRef50_Q08891
O59841	UniRef50_O59841
Q6F1V0	UniRef50_Q6MSL3
Q04YW2	UniRef50_Q8F1H5
P11601	UniRef50_P31087
Q5HAM0	UniRef50_Q2GHC3
B2J718	UniRef50_P95837
O48902	UniRef50_Q8H1E2
Q3ZJ07	UniRef50_P12154
A5VSL7	UniRef50_B6JAF0
P19097	UniRef50_P19097
Q1CEC8	UniRef50_Q8ZKC3
Q9K7R6	UniRef50_Q9K7R6
P37417	UniRef50_P37417
B1X942	UniRef50_Q8EKN9
O35943	UniRef50_O35943
C0ZC05	UniRef50_Q3Z8K6
Q824W1	UniRef50_Q9Z7J1
C6DF01	UniRef50_Q9KU44
P54117	UniRef50_P04406
P49944	UniRef50_P49944
Q0TCA9	UniRef50_A7ME22
B7LXA3	UniRef50_P06191
Q4LAB5	UniRef50_Q5WJS9
Q44471	UniRef50_Q44471
O04420	UniRef50_P04670
P13584	UniRef50_P13584
Q07V09	UniRef50_Q8YJ78
A1ASB3	UniRef50_A4J560
A7ZKB3	UniRef50_Q8XAU9
P93832	UniRef50_P93832
B6I984	UniRef50_Q8XAU9
P80900	UniRef50_P80900
P09610	UniRef50_P04035
Q66FR8	UniRef50_Q9KNI1
A3MFT3	UniRef50_A2SD47
A4XK04	UniRef50_B9MRJ1
Q8TJU1	UniRef50_P72010
B1LLT0	UniRef50_Q8ZNB2
Q2TZB2	UniRef50_E9QYP0
Q5PJZ5	UniRef50_P05989
Q4K5F9	UniRef50_Q3SG61
Q03IJ9	UniRef50_P29107
C6BTW9	UniRef50_Q72BM6
B9L8L4	UniRef50_Q7M962
Q8ZNM4	UniRef50_P33371
Q9JVU6	UniRef50_Q9JY18
A0A0P0V5U9	UniRef50_A0A0P0V5U9
P0CT92	UniRef50_Q8X151
B5YWA7	UniRef50_C3K053
P0A3Q9	UniRef50_P0A3Q9
C8UMM8	UniRef50_C9QZ64
A3DKL1	UniRef50_Q57109
Q6MNP6	UniRef50_Q6MNP6
P20852	UniRef50_Q05421
Q06SE5	UniRef50_P95463
P32953	UniRef50_P32953
B0Y581	UniRef50_Q5B9G5
Q7VBM1	UniRef50_A5GSH0
A2BXM8	UniRef50_A2BXM8
B3PK14	UniRef50_B3PK14
Q492H2	UniRef50_Q492H2
A1UE98	UniRef50_A1T6Z4
B1XIL4	UniRef50_Q7NLC0
Q44045	UniRef50_P07328
Q0KBK6	UniRef50_Q472D5
Q6Q878	UniRef50_Q6Q878
A1AD63	UniRef50_P33940
Q67Z07	UniRef50_P0DI10
Q9U4X4	UniRef50_P61851
C5B813	UniRef50_A8FYZ1
Q5L2G3	UniRef50_Q5L2G3
P32263	UniRef50_P32263
Q91X77	UniRef50_Q05421
A7NJH8	UniRef50_Q2S0M9
Q8X6C7	UniRef50_Q46799
A9MC67	UniRef50_Q6W210
B2KDU6	UniRef50_B2KDU6
Q3ANC9	UniRef50_P31087
Q5AME2	UniRef50_P08566
Q72RH7	UniRef50_Q8XXX5
A6USF9	UniRef50_K4LVZ1
Q10058	UniRef50_Q10058
P18579	UniRef50_P18579
Q87S87	UniRef50_Q9KU44
P40873	UniRef50_P40873
A1JPN5	UniRef50_Q83QT8
Q6BZA0	UniRef50_O93852
A1K3B9	UniRef50_A1K3B9
A1AEQ1	UniRef50_Q31X75
Q1QTK0	UniRef50_A4VFI4
Q0T4V3	UniRef50_Q7UCI7
A1WXI8	UniRef50_P26163
L8EUQ6	UniRef50_L8EUQ6
B3SGL0	UniRef50_O49815
Q4ZSZ2	UniRef50_Q83QT8
A4G5Z9	UniRef50_Q9ZF99
A0PQW5	UniRef50_A0QZY9
Q7NXN4	UniRef50_Q7NXN4
A4JHA1	UniRef50_B4E9I1
Q43250	UniRef50_Q43255
Q88IY3	UniRef50_Q88IY3
S0DQ98	UniRef50_S0DQ98
Q8DE84	UniRef50_Q87SW6
B2HZ52	UniRef50_Q9ZF99
Q2T7H6	UniRef50_Q56268
B8HNI6	UniRef50_Q9Z565
B9J484	UniRef50_Q81C25
C6E4S6	UniRef50_B5EFN1
Q46WT0	UniRef50_A2SD47
B8GNT6	UniRef50_B8GNT6
Q49XM5	UniRef50_P0C601
Q7ZA45	UniRef50_P41911
Q79ZZ6	UniRef50_O34475
Q8ZT70	UniRef50_Q8ZT70
A4T8B6	UniRef50_A0R1T4
P21816	UniRef50_P60334
Q7TXN6	UniRef50_Q9X7W2
P63954	UniRef50_Q8CQ95
P33744	UniRef50_P33744
O33406	UniRef50_P0ACD8
Q5HJK5	UniRef50_Q2FK96
Q739Z4	UniRef50_O35022
A1S3J7	UniRef50_O59651
Q5HRY1	UniRef50_K0J4Q8
Q57MS3	UniRef50_P10370
Q9I037	UniRef50_Q4ZV71
A0KV76	UniRef50_Q9KT58
Q13303	UniRef50_Q13303
B2IHR5	UniRef50_Q6N2U4
Q9FSF0	UniRef50_Q08062
B8D751	UniRef50_P57246
Q03RR1	UniRef50_Q03FZ5
C5BLP4	UniRef50_Q8EAI9
Q220J4	UniRef50_Q88IY3
P12628	UniRef50_P16243
B1YRN6	UniRef50_Q3JRF0
C1DLY5	UniRef50_C1DLY5
Q8UHX1	UniRef50_P59397
B1X8A2	UniRef50_P39185
Q3Z246	UniRef50_Q8ZPR4
A0A3Q8GL18	UniRef50_A0A3Q8GL18
B0SX45	UniRef50_O59651
Q9XEL8	UniRef50_P43256
P52571	UniRef50_P52572
Q6NGT4	UniRef50_Q50441
P08925	UniRef50_P22921
Q8ERF4	UniRef50_Q4A0E7
H2DH17	UniRef50_H2DH17
Q09FY1	UniRef50_P07753
B0C079	UniRef50_B7VPY4
Q6MD85	UniRef50_F4K0E8
Q6AYS8	UniRef50_Q8NBQ5
Q6CE86	UniRef50_Q6CE86
B1IVY7	UniRef50_Q8EDZ8
Q98SL1	UniRef50_P07195
P42434	UniRef50_P42434
Q9XYS3	UniRef50_Q9XYS3
P22072	UniRef50_P22071
Q03LK0	UniRef50_Q8Y7C5
Q1J6Q7	UniRef50_Q5LYN3
O66553	UniRef50_O66553
B9KB98	UniRef50_K4LVZ1
B9J7B2	UniRef50_Q89SC2
Q4L6U7	UniRef50_Q5HNV1
Q2RWR8	UniRef50_P26164
Q83SM9	UniRef50_Q87H06
P9WPP9	UniRef50_Q5IZM4
Q9FKA4	UniRef50_Q9XIV8
B5FHE3	UniRef50_Q7N8W9
Q3BUK3	UniRef50_Q82XV0
Q9SVU0	UniRef50_Q9SVU0
A0KST2	UniRef50_Q8EJ54
A4X619	UniRef50_A8LY18
O26223	UniRef50_O26223
O50311	UniRef50_Q8KCW2
A6T463	UniRef50_Q128T0
B5XNL5	UniRef50_Q9KTX1
Q62465	UniRef50_Q3MIE4
Q01213	UniRef50_Q876L8
A8FD22	UniRef50_P94498
P78609	UniRef50_P78609
Q2JN71	UniRef50_A5GSH0
Q6G6B3	UniRef50_Q4L975
Q31V17	UniRef50_C3K053
E9F8M2	UniRef50_E9F8M2
Q5X5W9	UniRef50_Q5ZW87
A7NA22	UniRef50_Q9KU44
Q0IDV2	UniRef50_P31087
G5ED44	UniRef50_G5EGN2
A1AEV0	UniRef50_P38038
B7UHH5	UniRef50_P17845
Q6AE76	UniRef50_P16245
A2C873	UniRef50_Q7NJE8
Q8GJN0	UniRef50_P95463
A1R7M9	UniRef50_A1R7M9
Q97GH7	UniRef50_Q97GH7
A8AID4	UniRef50_Q8EDZ8
P00186	UniRef50_P05177
P16331	UniRef50_P00439
A8A3I8	UniRef50_Q31X75
Q87L55	UniRef50_Q9KNT6
A9IIS3	UniRef50_Q9ZF99
A5F3A2	UniRef50_P0C6P9
B7KBA7	UniRef50_Q7VA53
Q6G126	UniRef50_Q6G2Q7
Q46381	UniRef50_P47227
P80907	UniRef50_P80907
B1I4J1	UniRef50_B1I4J1
P41649	UniRef50_P31087
B5BIS2	UniRef50_P05989
B1JVQ4	UniRef50_Q2S0M9
Q5JEZ2	UniRef50_O58320
Q9X406	UniRef50_Q9X406
P0C435	UniRef50_Q8CM25
P0CO49	UniRef50_P0CO48
B0K0T2	UniRef50_P39821
Q1CLM4	UniRef50_O59651
Q6HSF4	UniRef50_P49814
A3MXT2	UniRef50_A1RQP7
Q4UKQ6	UniRef50_Q9ZDR4
B2SR05	UniRef50_Q9PEI0
Q6LLV2	UniRef50_P08373
A0LD71	UniRef50_A0LD71
Q66GB8	UniRef50_Q8EKN9
P30840	UniRef50_P30840
O64240	UniRef50_Q05262
Q7Z891	UniRef50_P28272
Q3JNM7	UniRef50_Q8ZRX8
B1LY35	UniRef50_C1I202
A1UC75	UniRef50_A0QSY5
Q1ACL0	UniRef50_Q32RM2
A6U1L7	UniRef50_Q49XJ8
Q0T2E6	UniRef50_Q9KT58
Q46W52	UniRef50_Q46W52
I1RF61	UniRef50_I1RF61
B7LTL5	UniRef50_Q8EKN9
P0CN11	UniRef50_P0CN10
P66007	UniRef50_A1KM51
Q31QC4	UniRef50_Q8DK70
Q7HKX2	UniRef50_P62090
Q948Y1	UniRef50_B1NF19
C1AQZ3	UniRef50_A3Q2E3
Q19V52	UniRef50_Q85A82
Q92QR8	UniRef50_Q7CZN9
B5FTU1	UniRef50_Q8X7U3
Q61153	UniRef50_P24389
A0M6C1	UniRef50_A6GVP1
P54572	UniRef50_P54572
Q31Z75	UniRef50_Q8FFN4
Q31Z86	UniRef50_Q8XAS4
