From	To
Q6LVR2	CAG18613.1
Q0BAC6	ABI88897.1
Q8VZN9	AAF63109.1
Q8VZN9	AAF79661.1
Q8VZN9	AEE32006.1
Q8VZN9	AAL36329.1
Q8VZN9	AAM51268.1
P34211	CAA52339.1
P34211	BAA97900.1
P59300	AAN70854.1
P63573	CAM07722.1
Q9SU94	CAB45311.1
Q9SU94	CAB79709.1
Q9SU94	AEE85638.1
Q9SU94	AAN12952.1
Q9SU94	AAL36326.1
Q9SU94	AAM65371.1
Q9SU94	CAA07570.1
A0AJ38	CAK21020.1
B0VU56	CAP02019.1
Q9T9W7	BAA85299.1
Q0E0P0	BAB90855.1
Q0E0P0	AAT84401.1
Q0E0P0	BAD27793.1
Q0E0P0	BAD29294.1
Q0E0P0	BAF08948.1
Q0E0P0	BAS79053.1
A1K719	CAL94624.1
Q2FG95	ABD21263.1
P22168	AAA43826.1
Q0D4Z6	BAC79627.1
Q0D4Z6	BAF22077.1
Q0D4Z6	BAT02451.1
Q0D4Z6	EEE67513.1
A6LLB7	ABR30718.1
Q3Z5T9	AAZ86873.1
Q92WB5	CAC48828.1
Q54CP1	EAL61029.1
A1KVL2	CAM10916.1
B9JCT4	ACM26071.1
P74268	BAA18362.1
O08593	AAB51234.1
P32200	CAA80950.1
P32200	AAL19192.1
A5UZ80	ABQ91933.1
B2SFH9	ACD30332.1
Q7MB46	CAE14065.1
A1D144	EAW22137.1
Q3IW88	ABA81196.1
P0DG55	BAC64785.1
B1YAJ8	ACB40647.1
C0Q1X2	ACN47888.1
Q05983	AAB24599.1
Q17XD4	CAJ99692.1
Q96YR7	BAB67210.1
Q2JT50	ABD00157.1
Q1QME2	ABE62605.1
Q9CBZ8	CAC30404.1
Q9PC79	AAF84708.1
Q823W2	AAP05042.1
A0RPI2	ABK83361.1
P63703	AAK34454.1
P63703	AAZ52013.1
Q8U4K7	AAL80202.1
Q8U4K7	AAC25559.1
A0KRK1	ABK46420.1
P55299	CAA63062.1
P55299	ADL58764.1
Q876N3	AAL86913.1
Q876N3	CAG58314.1
Q876N3	CAG61393.1
B5FJD7	ACH76252.1
B7L7A1	CAU96362.1
Q8IRR5	AAF46055.3
Q8IRR5	AAN09147.2
Q8IRR5	AAN09146.2
Q8IRR5	AAR30200.1
Q8IRR5	ACU32639.1
Q8IRR5	ACY07062.1
C3KWG8	ACQ53916.1
O46680	AAC02717.1
Q2YTF6	CAI81281.1
Q48LP5	AAZ36141.1
Q31YK5	ABB66853.1
Q8SQU8	CAD26039.2
A9RY03	EDQ76047.1
Q2A5Z4	CAJ78490.1
Q1GAT6	CAI97567.1
Q155Z9	ABG23522.1
Q2KZT7	CAJ47922.1
Q9ZKX9	AAD06387.1
Q81CE5	AAP09777.1
Q6BMW3	CAG88764.2
Q0W1M3	CAJ37720.1
O49354	CAA75340.1
O49354	AAC20726.1
O49354	AEC08458.1
O49354	ANM62865.1
O49354	AAK76502.1
O49354	AAM14305.1
Q68VR3	AAU04293.1
B3CUJ5	BAG41042.1
Q8ZYV1	AAL62892.1
Q72L64	AAS80547.1
B3H0P8	ACE61060.1
Q8DEH6	AAO09128.1
B5XI49	ACI61711.1
Q04596	CAA44871.1
B1JR44	ACA67404.1
Q2SZN5	ABC38883.1
C5CSF9	ACS18057.1
P65273	CAD46576.1
Q6UDG6	AAQ73744.1
B1KQY3	ACA87739.1
A1K9C8	CAL95433.1
B5E3A4	ACF55589.1
P12617	AAA49317.1
A6QL88	AAI47879.1
Q3MFR5	ABA20171.1
A4WG77	ABP62707.1
Q9S7D8	AAD26634.1
Q9S7D8	CAB42640.1
Q9S7D8	BAB11306.1
Q9S7D8	AED95009.1
Q9S7D8	AAL60015.1
Q9S7D8	AAM51398.1
Q9S7D8	BAE98369.1
O30408	AAC45929.1
Q02G12	ABJ14043.1
A3PK23	ABN76689.1
Q12SC1	ABE53655.1
P59114	AAH31431.1
A6LJT9	ABR30190.1
B7L5N2	CAU97705.1
B5ZWJ4	ACI55865.1
B8GL29	ACL71547.1
P57014	CAM08656.1
C0Q2F1	ACN45954.1
B3QUZ7	ACF14498.1
B4S584	ACF47030.1
Q92245	AAB06573.2
Q92QA0	CAC46019.1
A8GFI8	ABV41878.1
A0Q1T4	ABK62267.1
Q28R88	ABD54774.1
Q57NL6	AAX65695.1
O78518	AAC35740.1
Q03440	BAA03048.1
C9XTA5	CBA27123.1
O54067	CAA10917.1
O54067	CAC45662.1
Q088K8	ABI70307.1
Q39746	AAB67848.1
Q8FAV1	AAN83535.1
B7KJY0	ACK69579.1
Q9RTK1	AAF11314.1
Q9CNY2	AAK02373.1
A0PXW7	ABK62133.1
Q4WB37	EAL85075.1
Q92NT6	CAC46665.1
Q87LR6	BAC60808.1
A9M352	ABX72852.1
B9K795	ACM22828.1
Q1HR20	ABF18307.1
Q1HR20	ABY51631.1
Q83C89	AAO90748.1
Q8X4S5	AAG57815.1
Q8X4S5	BAB36987.1
Q79EM8	BAA23263.1
Q79EM8	BAA24966.1
Q5HPY1	AAW54187.1
Q5HPY1	AAO60566.1
Q6ZT98	AAO37763.1
Q6ZT98	BAB15526.1
Q6ZT98	BAC86695.1
Q6ZT98	AAH60878.1
Q6LXF3	CAF30954.1
Q2FI05	ABD21857.1
Q1DN93	KJF60812.1
Q1DN93	KJF60813.1
Q8H0W2	CAB72470.1
Q8H0W2	AEE77930.1
Q8H0W2	AAN72014.1
Q8H0W2	AAP31920.1
B5XNR9	ACI11308.1
Q1BD77	ABG07157.1
E4UW91	EFR01699.1
A0L8G8	ABK44261.1
B8I005	ACL75505.1
B0BPJ8	ABY69483.1
B0RB78	CAQ00443.1
B8DB34	ACK41259.1
Q7V4Y9	CAE21970.1
C0Q3L3	ACN48215.1
B1IWE3	ACA76826.1
B8DPG1	ACL07248.1
A1U1A6	ABM18775.1
A5U6Z5	ABQ74795.1
C7YVN8	EEU43824.1
B5XZ52	ACI08591.1
A0A4P8WAD3	QCS37511.1
Q2YLN5	CAJ11831.1
P70711	AAC52942.1
P70711	AAH78808.1
P57897	AAK03111.1
O76240	AAC33263.1
O76240	AAC26796.1
Q58897	AAB99515.1
Q9SUL7	AAG01367.1
Q9SUL7	CAB46060.1
Q9SUL7	CAB78500.1
Q9SUL7	AEE83462.1
Q7WQL8	CAE30810.1
Q0BM96	ABI82788.1
B0XM94	EDP55338.1
Q736T1	AAS41731.1
Q71MY6	AAN76681.1
Q5BKW9	AAH90901.1
B7UKI3	CAS07987.1
B4JWL5	EDV98353.1
Q9P8G3	AAF71379.1
A0QJB7	ABK65213.1
O25488	AAD07855.1
Q8DCG1	AAO09899.1
O03066	AAB51746.2
Q874X5	CAD60752.1
Q0IIF0	AAI22678.1
A0A0B4FAW4	KID71245.1
B8ZM41	CAR69419.1
Q9I0A4	AAG06127.1
Q33619	CAA85668.1
Q9ZZZ1	CAA09428.1
Q1H3S3	ABE48864.1
P59385	BAC45511.1
Q9JV25	CAM08245.1
Q8A9C1	AAO76001.1
Q04L76	ABJ53917.1
Q6GEV1	CAG41193.1
Q634N8	AAU16220.1
Q7MAG3	CAE09427.1
B2FLM6	CAQ47824.1
Q3Z2T6	AAZ87926.1
Q667Y8	CAH22090.1
Q6M0H5	CAF29851.1
A8H5G3	ABV87800.1
Q147F9	CAB42923.1
Q147F9	AEE78729.1
Q147F9	BAC41960.2
Q147F9	ABG48490.1
O31504	AAB66474.1
O31504	CAB12496.1
P69800	AAN43012.1
P69800	AAP16907.1
P04008	AAA47059.2
P04008	AAA47065.1
B2STK3	ACD59833.1
C1CNP4	ACO22868.1
Q831U2	AAO82126.1
Q9T009	AAM28872.1
Q9T009	AAC33962.1
Q9T009	CAB43038.1
Q9T009	CAB81204.1
Q9T009	AEE82963.1
Q9T009	ACI49793.1
B2IQ29	ACB90453.1
Q2NES7	ABC57676.1
Q72J72	AAS81251.1
D0L1T6	ACX96659.1
P34193	AAB96819.1
P18547	BAA00501.1
P18547	AAA46920.1
P18547	AAA46916.1
B9K767	ACM22800.1
Q8DQ18	AAK99695.1
P00783	BAA00186.1
Q661B6	AAU07355.1
Q58346	AAB98941.1
P09216	AAA41872.1
A8W3B4	ABW83685.1
P22699	AAA52077.1
P22699	EAL71697.1
P76341	AAC75036.1
P76341	BAE76558.1
Q64434	AAA67929.1
Q64434	AAB94550.1
A2BQY7	ABM70198.1
Q3A9N3	ABB13725.1
P39848	AAA67857.1
P39848	BAA08089.1
P39848	CAB15595.1
C1CEN2	ACO18785.1
Q3JCS0	ABA57376.1
Q899N7	AAO34785.1
Q67MD4	BAD41159.1
B9DVD9	CAR43197.1
A1JHX0	CAL10203.1
C6DBH3	ACT14036.1
Q7V677	CAE21471.1
Q4FQX9	AAZ19579.1
B0KM36	ABZ00946.1
B1XD52	ACB01361.1
A5GNA0	CAK24415.1
Q2SWF4	ABC37005.1
Q8XVU6	CAD16438.1
Q06549	AAD04031.1
Q06549	AAB67399.1
Q06549	AAS56256.1
Q06549	DAA09559.1
Q0TR21	ABG82839.1
Q6GJL2	CAG39482.1
Q1MRQ2	CAJ54324.1
Q7A713	BAB41825.1
D1A8M1	ACY96716.1
Q03W69	ABJ62553.1
Q6EWH2	AAX47959.1
Q6EWH2	CAF06179.1
Q6EWH2	AAH75763.1
Q6EWH2	AAF81748.1
Q5WSS7	CAH17042.1
C6E2U6	ACT19056.1
Q3KH22	ABA72934.1
Q9DF66	AAG10790.1
Q9Y577	AAD40286.1
Q9Y577	BAG62704.1
Q9Y577	AAH33788.1
P68564	AAA48082.1
Q92CE4	CAC96459.1
Q6GQ23	AAH72925.1
Q03142	CAA42551.1
Q03142	ABD43187.1
Q03142	AAS72387.2
Q03142	BAC39292.1
Q03142	AAH33313.1
Q03142	CAA40512.1
P03432	AAA43579.1
P69239	CAA76255.1
B2GEJ1	BAG28073.1
A7I9D1	ABS56342.1
P35137	AAA67475.1
P35137	CAA52103.1
P35137	CAB14268.1
B7N8X6	CAR11677.1
B2IE44	ACB94068.1
P00956	AAC73137.1
P00956	BAB96595.2
P00956	AAA24606.1
P00956	CAA25352.1
P00956	AAA24091.1
P74258	BAA18352.1
P9WFS8	AAK46823.1
Q81Z96	AAP24406.1
Q81Z96	AAT29471.1
Q81Z96	AAT52693.1
Q6N5R2	CAE28350.1
A6UPT0	ABR54502.1
B2FLM4	CAQ47822.1
Q3S2U2	ABA02244.1
B4TNK3	ACF90482.1
Q12UB0	ABE52966.1
A1E9X9	ABK79551.1
A1DJ47	EAW16736.1
A6TZ43	ABR51461.1
A6UTV9	ABR55931.1
C4ZZY2	ACR63924.1
B4TWH8	ACF90473.1
O54888	AAB94600.1
P53541	AAB38425.1
P53541	CAA95872.1
P53541	DAA10531.1
A6Q5J0	BAF70749.1
P23974	AAC37015.1
P23974	AAA50400.1
P23974	AAC00225.1
P23974	CAB15059.1
A9HYV0	CAP43875.1
Q28I33	CAJ81732.1
A5E8K1	ABQ32495.1
Q9KS33	AAF94585.1
O27720	AAB86157.1
A4Y6M4	ABP75607.1
B9E5U7	BAH07872.1
P26931	BAA01458.1
Q044D8	ABJ60184.1
A4Y7H2	ABP75905.1
A2SKB1	ABM96000.1
A7HH64	ABS28060.1
A6UX80	ABR86249.1
Q4K4T2	AAY94883.2
Q5H4C6	AAW74195.1
A7IMA0	ABS69143.1
O26369	AAB84775.1
Q04NC3	ABJ77597.1
B4TWV8	ACF92071.1
C3LJZ1	ACP15691.1
Q92Q51	CAC46078.1
P24473	AAB50831.1
B8GAC1	ACL26496.1
B8ZQ64	CAR68903.1
Q6AL81	CAG36894.1
Q93JQ8	CAC43336.1
B8IN20	ACL62136.1
Q8FXZ7	AAN30987.1
Q8FXZ7	AEM19404.1
O85347	CAD84956.1
O85347	AAC33441.1
Q8A8H2	AAO76302.1
A7ZTV7	ABV19557.1
Q2UH11	BAE59154.1
B7UGB2	CAS10145.1
Q04033	AAB64879.1
Q04033	DAA12256.1
A8A9Z2	ABU81744.1
P47384	AAC71355.1
P47384	CAB97511.1
P47384	AAD10558.1
P47384	AAD12410.1
A2RCY1	CAM29704.1
Q42601	AAB67843.1
Q42601	AAG10606.1
Q42601	AEE31148.1
Q42601	AAK56257.1
Q42601	AAM91378.1
C0MGV8	CAW98245.1
O69538	CAA18805.1
O69538	CAC29721.1
Q7VRB5	CAD83374.1
Q64PM9	BAD50552.1
B0K363	ABY91735.1
Q1CA99	ABG12623.1
P30297	AAA73153.1
A7GTK8	ABS23466.1
Q1LZE6	AAI16047.1
Q65FN2	AAU24768.1
Q65FN2	AAU42132.1
B7N6D8	CAR14047.1
Q32BF4	ABB63351.1
Q0BGD7	ABI86786.1
A1VZH1	EAQ72335.2
B1IU35	ACA76575.1
Q2GG34	ABD44854.1
B3QMN0	ACF11183.1
A1SRE0	ABM02055.1
B4SH35	ACF45023.1
A8GRB9	ABV75944.1
Q57TF5	AAX64006.1
Q07H98	ABJ08686.1
A8ERP6	ABV66620.1
A0KQG0	ABK38315.1
B2ILV2	ACB89657.1
Q8BQJ6	BAC26233.1
Q8BQJ6	BAC33793.1
Q8BQJ6	AAH56937.1
Q97WF1	AAK42437.1
Q2K9S5	ABC90411.1
Q28NK0	ABD55712.1
Q72YG8	AAS43954.1
B4TI56	ACF69244.1
Q31U72	ABB68386.1
Q7W089	CAE40644.1
A0KR49	ABK46268.1
B0KCJ3	ABY94036.1
Q87MA8	BAC60612.1
Q21LR0	ABD80369.1
Q04NG3	ABJ77557.1
A9BDC5	ABX09738.1
Q4IJM4	ESU08040.1
Q4IJM4	CEF74905.1
B5FBZ5	ACH65358.1
Q4JA70	AAY80310.1
B2S1P1	AAX16578.1
Q88U40	CCC79816.1
A8EZ06	ABV73589.1
P06700	CAA25667.1
P06700	CAA96447.1
P06700	CAA98600.1
P06700	DAA11814.1
Q6D0F3	CAG76744.1
Q09275	CAA88104.2
A7I2V7	ABS51357.1
B9MCH5	ACM31975.1
Q82JK9	BAC70457.1
P0DOM2	AAA60790.1
P0DOM2	CAB54642.1
Q57B86	AAX75098.1
Q310Z1	ABB38505.1
Q04ML5	ABJ54173.1
B5RFJ0	CAR39233.1
B8D7U7	ACL30212.1
Q30Q40	ABB44891.1
P63085	CAA41548.1
P63085	BAC29053.1
P63085	BAC33251.1
P63085	BAC40044.1
P63085	BAE21053.1
P63085	AAH58258.1
P63085	BAA01733.1
P20083	AAA24298.1
P20083	AAA69198.1
P20083	AAC76066.1
P20083	BAE77086.1
P20083	AAC36841.1
P39002	CAA82755.1
P39002	CAA86241.1
P39002	AAS56436.1
P39002	DAA08537.1
A8GDR8	ABV41258.1
D7PHZ8	ADI24932.1
P17060	CAA36538.1
P17060	CAA77545.1
P17060	ADE84449.1
Q4FMN4	AAZ21555.1
O64639	AAC06160.1
O64639	AEC10574.1
O64639	AAO22616.1
O64639	AAO50657.1
P0CM59	EAL18352.1
Q8ZGW4	CAL19824.1
Q8ZGW4	AAM86572.1
Q8ZGW4	AAS61250.1
Q8K387	BAC29631.1
Q8K387	BAC40129.1
Q8K387	AAH27768.1
A6UDM7	ABR61757.1
A8IXB8	EDP03358.1
A3Q9C4	ABO22072.1
Q55320	CAA88739.1
A9A9J5	ABX02018.1
A6UVG7	ABR56489.1
Q3B2U2	ABB24339.1
Q46IK0	AAZ58678.1
Q9JTN2	CAM08831.1
P22602	AAA47184.1
A1JMX8	CAL12028.1
C0Q060	ACN45564.1
Q88FH2	AAN69707.1
Q33C30	BAE48005.1
Q6D0C3	CAG76774.1
Q8ZBZ1	CAL21833.1
Q8ZBZ1	AAM84533.1
Q8ZBZ1	AAS60960.1
Q12099	CAA65213.1
Q12099	CAA89846.1
Q12099	CAA98842.1
Q12099	AAU09684.1
Q12099	DAA11867.1
B2GA02	BAG26284.1
P26600	AAA34176.1
Q83HR7	CAD67109.1
Q1QD25	ABE74428.1
A1JPN5	CAL12260.1
Q3YV19	AAZ90643.1
Q11Z53	ABG57313.1
B1XWC5	ACB33793.1
P0C0N1	AAO03826.1
Q8NU97	BAB88662.1
Q8NU97	BAB97435.1
Q8NU97	CAF18610.1
A0K4T1	ABK07508.1
Q06FX6	ABI17246.1
A3MRJ1	ABO04094.1
B5XZ79	ACI06892.1
Q9I3D2	AAG04975.1
Q9X6N4	AAD29718.2
Q9X6N4	AAF95549.1
Q0BE03	ABI87620.1
A4VG93	ABP77994.1
P30581	AAA33304.1
B5EBP9	ACH37518.1
Q97KE5	AAK78950.1
P36175	AAA80282.1
P40830	AAA85140.1
P40830	CAB13586.2
Q31WX8	ABB67430.1
A5DNW6	EDK40869.2
A6L330	ABR40094.1
Q7MID0	BAC95351.1
A1RDX6	ABM22876.1
Q2G8D6	ABD25887.1
B6JM81	ACJ08009.1
Q87ME8	BAC60570.1
Q04770	AAA51480.1
Q9SQI3	AAF02215.1
Q9SQI3	AAD01982.1
A4WHB8	ABP49785.1
D1A2S9	ACY97877.1
Q5SBP5	AAV63787.1
A1WL89	ABM58396.1
A7ZW22	ABV04476.1
B3QB72	ACF03615.1
Q07VU4	ABI73870.1
A5F5Y8	ABQ21739.1
A5F5Y8	ACP10383.1
Q8HVP6	AAN61758.1
Q3ABT4	ABB15132.1
Q63VN3	CAH35206.1
K7VCB9	AFW80762.1
Q8U192	AAL81458.1
O67522	AAC07476.1
A8F397	ABV32631.1
O26710	AAB85119.1
Q5HEY9	AAW36855.1
Q63X50	CAH34680.1
P9WJJ3	CCP45230.1
Q87KX0	BAC61118.1
B5BIX4	CAR61823.1
C5CCD4	ACS30746.1
Q49113	AAC44347.1
Q49113	ABC01230.1
O32617	CAA05102.1
O32617	CBY83341.1
B1LIN5	ACB19909.1
A0KJS0	ABK36969.1
A9VY77	ABY32631.1
Q03522	CAA78769.1
Q03522	CAB13393.1
Q03522	CAA45555.1
B7GY31	ACJ57912.1
Q69BJ7	AAR32730.1
A5DK47	EDK39550.2
Q634M9	AAU16210.1
B1X4D6	ACB42805.1
P25784	CAA45129.1
Q3J460	ABA78424.1
P36620	AAA35315.1
P36620	CAB87369.1
A5EK16	ABQ36510.1
P69819	AAN45457.1
P69819	AAP18745.1
A4TKN7	ABP39849.1
A3PBX1	ABO17246.1
Q8CRT9	AAO05189.1
B9KGU3	ACM49647.1
Q4L874	BAE04151.1
B6JPC9	ACJ07190.1
Q1J6V6	ABF37877.1
Q2H0X9	EAQ87948.1
D4D616	EFE42695.1
Q2FDE7	ABD22010.1
B5ZNB1	ACI54901.1
P16067	AAA41205.1
A0A0H2WWV6	AAW36508.1
Q9JII1	AAF86957.1
Q9JII1	BAC37823.1
Q9JII1	BAE32374.1
Q9JII1	BAE42028.1
Q9JII1	AAH52717.1
Q9JII1	AAH80295.1
Q17QQ2	AAI18239.1
Q8XDI4	AAG59394.1
Q8XDI4	BAB38597.1
B0VLB6	CAP02384.1
B8EAU7	ACK47489.1
Q8DQ33	AAK99676.1
P45369	AAA23322.1
P45369	ADC61035.1
O89085	AAC25683.1
A0PSY6	ABL05455.1
Q5CC92	CAH04961.1
P47016	AAF87100.1
P47016	CAA89421.1
P47016	DAA08676.1
B1IRC5	ACA79218.1
A4VWC6	ABP90415.1
B4LZW7	EDW67195.1
A4QL04	BAF50359.1
Q1QAG2	ABE75341.1
Q63GI2	AAU19870.1
Q9PUH9	AAD56554.1
Q72SC3	AAS70059.1
Q8PLR7	AAM36589.1
O31826	CAA74222.1
O31826	CAB13708.1
P0A637	SIU01640.1
A0A1D6GDY8	AQK61830.1
A7IA92	ABS56653.1
A3N0G6	ABN73902.1
Q9V5E1	AAF58870.1
Q9V5E1	AAK93266.1
Q6P5Z2	BAA85625.1
Q6P5Z2	AAH62558.1
A7MQB3	ABU79258.1
Q7U3S6	CAE08868.1
Q5ZZN4	AAV28026.1
Q9D1C1	BAB22959.1
Q9D1C1	BAE35981.1
B7MAI5	CAR01431.1
C3LP93	ACP04357.1
B4TMJ2	ACF89002.1
Q27YG9	ABC55268.2
Q8HVN2	AAN61772.1
A5FJR8	ABQ04551.1
Q8PET9	AAM39086.1
Q5E9T4	AAX08853.1
Q5E9T4	AAI19896.1
P00957	AAC75739.1
P00957	BAA16559.1
P00957	AAA03208.1
P00957	AAA71918.1
P00957	BAA21554.1
P00957	CAA82247.1
Q124R0	ABE45982.1
B8H8Y9	ACL41884.1
Q4P460	KIS70029.1
B7MTC3	CAR11199.2
B1XAZ8	ACB03675.1
Q6ML73	CAE79984.1
Q96LD8	AAG21828.1
Q96LD8	AAL06294.1
Q96LD8	AAH31411.1
C4KKE6	ACR40887.1
Q50KA9	BAD97837.1
A1VA10	ABM27276.1
P67162	CAD07732.1
P67162	AAO70670.1
Q5E2E8	AAW86798.1
Q0RLT7	CAJ61517.1
B5E7M2	ACF55433.1
A4W8T4	ABP60114.1
Q8PI87	AAM37856.1
A1JSN4	CAL12560.1
A5HYC0	ABS39087.1
A5HYC0	CAL81779.1
C0Z7P4	BAH42287.1
Q4WLV6	EAL89058.1
Q75DY2	AAS50662.1
P57211	BAB12829.1
Q8KTQ9	AAM75989.1
Q5NHZ4	CAG44932.1
Q7NQB0	AAQ61890.1
Q7WF21	CAE34822.1
A8G6E7	ABV51178.1
O14027	CAB16249.1
Q48FC1	AAZ36053.1
B2U7N4	ACD27321.1
Q0T828	ABF02448.1
P31992	CAA43312.1
P31992	AAC74543.1
P31992	BAA15092.1
B8GVY5	ACL97288.1
B2GUX4	AAI66443.1
Q9G6J1	BAB18938.1
A7NC90	ABU61593.1
Q9F8Q3	AAG23529.1
Q9F8Q3	ABB14729.1
P05505	AAD15020.1
P05505	AAB00994.1
P05505	CAA32960.1
P05505	AAN77600.1
Q8K936	AAM68065.1
Q0B9R9	ABI89104.1
B0TQX3	ABZ76368.1
A7GJV7	ABS20415.1
D4APE3	EFE35154.1
C1B4K2	BAH55191.1
Q89AK5	AAO26997.1
A5GLJ3	CAK23808.1
A0L6F1	ABK43544.1
Q8Y6R2	CAC99700.1
Q5ZXH8	AAU26842.1
A1WVM9	ABM61741.1
Q58695	AAB99306.1
Q47AF2	AAZ48179.1
C3M9D7	ACP24703.1
A9BP19	ABX38064.1
A2S516	ABN01301.1
B7M1E5	CAQ98650.1
Q5I0A0	AAH88554.1
B5ZBV6	ACI59760.1
B1IRB6	ACA79209.1
Q254P2	BAE81246.1
Q0TFG4	ABG70315.1
Q84C00	CAA41281.1
Q84C00	AAO74890.1
P67573	CAD46216.1
Q54RK5	EAL65898.1
Q5F742	AAW89995.1
P51583	BAA07197.1
P51583	AAH72508.1
P51583	AAH85711.1
B0V710	CAM85356.1
B0K3H3	ABY93284.1
B8D2I3	ACL69410.1
A6WNQ4	ABS08443.1
A7X2A2	BAF78289.1
Q1JKC8	ABF32695.1
B0SYY1	ABZ71892.1
Q603L5	AAU91098.1
Q6N6D6	CAE28122.1
A8GTS8	ABV76803.1
Q7WEN2	CAE34964.1
C0MG10	CAW98038.1
A1DPG0	EAW16681.1
Q6D1B5	CAG76431.1
Q07Z07	ABI72757.1
B7JYJ3	ACK64863.1
A1AVM5	ABL01982.1
C3PGS1	ACP33025.1
P52826	AAA80570.1
Q604D9	AAU91308.1
O95427	AAD11432.1
O95427	AAH28363.1
O95427	CAB70839.1
Q04K52	ABJ55399.1
B1K0Y2	ACA92336.1
Q0A6U0	ABI57447.1
P58221	AAG59046.1
P58221	BAB38203.1
P58221	BAA93557.1
P30950	AAA22514.1
P30950	CAB14773.1
B2I9F9	ACB92053.1
C1F8I0	ACO33253.1
A6QEI0	BAF66762.1
Q91UL0	AAG36979.1
B5Z8S2	ACI27971.1
B1YGB0	ACB62494.1
A8A533	ABV07637.1
B8AZ14	EEC79367.1
P9WN00	AAK45452.1
B9DY74	BAH05199.1
P36721	CAA52502.1
Q5ZWR3	AAU27108.1
A6QD40	BAF73399.1
A7ZIF6	ABV21149.1
A5GTT4	CAK28293.1
P65790	AAL51389.1
B7MNR9	CAR06284.1
Q7UHU7	CAD77872.1
Q0CZX6	EAU39404.1
Q9KDV3	BAB04827.1
A5G903	ABQ28271.1
P71241	AAC77848.1
P71241	AAC75108.1
P71241	BAA15900.1
Q5PI55	AAV76611.1
P75388	AAG34752.1
O51253	AAC66631.1
Q82AM7	BAC73741.1
A9MBN7	ABX63774.1
P9WFY6	AAK47300.1
Q7V1X3	CAE19184.1
P08326	AAA43245.1
Q5WB47	BAD66413.1
O29329	AAB90305.1
A8AQI1	ABV15744.1
P63578	SIU00136.1
Q1CI19	ABG18361.1
Q1CI19	EEO76662.1
Q99Y66	AAK34566.2
Q99Y66	AAZ52186.1
Q9K6C1	BAB07527.1
B1L1Z3	ACA57033.1
Q31G67	ABB41856.1
Q5M5S1	AAV60101.1
B5Z9V7	ACI26937.1
B0Z4W6	ABW98878.1
P49469	CAA91677.1
A7Z0F1	ABS72477.1
Q5P2L1	CAI08453.1
C3PDF7	ACQ47945.1
P10797	CAA32701.1
P10797	BAB09354.1
P10797	AED94314.1
P10797	AAL24421.1
P10797	AAL32515.1
P10797	AAL32536.1
P10797	AAL32621.1
P10797	AAM13287.1
P10797	AAN72105.1
P10797	AAO00914.1
P10797	AAO29974.1
P10797	CAA79132.1
B1L5K9	ACB07738.1
P37527	CAB11787.1
B1L9S2	ACB09070.1
Q99TF5	BAB57870.1
