From	To
Q8UBL6	UniRef50_Q8UBL6
B4U4I6	UniRef50_P39792
A7GUS0	UniRef50_A7GUS0
A7NJG0	UniRef50_Q9F715
A4G8X1	UniRef50_P56459
Q97AZ7	UniRef50_P28061
A4Z0B8	UniRef50_A8I1V7
B7GNR6	UniRef50_Q899K8
Q8XVT6	UniRef50_Q3SG61
Q8CPK0	UniRef50_Q59835
B1J0M5	UniRef50_A6VQA5
Q318R1	UniRef50_A2BT57
C0RLW2	UniRef50_C0RLW2
B7LCE0	UniRef50_A7ZPJ8
Q71Z38	UniRef50_Q8Y6Q4
Q313Q5	UniRef50_B8IZT9
Q11LD2	UniRef50_A6U5J1
Q8DGC8	UniRef50_Q7NGI6
B9EBZ6	UniRef50_Q6GH13
P65205	UniRef50_Q49V33
Q8ZBP8	UniRef50_P44039
D5AUD5	UniRef50_P04718
Q0RFX9	UniRef50_P9WFX6
C1A8W3	UniRef50_C1A8W3
A0L9F4	UniRef50_A0L9F4
Q6AIP3	UniRef50_P28777
Q49Z29	UniRef50_Q49Z29
C0Q3N3	UniRef50_P00929
P0A9M8	UniRef50_P0A9M8
B6J802	UniRef50_B6IZD5
A0PPD2	UniRef50_A0QWH5
Q8DHH2	UniRef50_Q3MFY8
C3K710	UniRef50_Q87XN2
Q1C276	UniRef50_Q9XCA1
B0RMM7	UniRef50_Q8PEH6
P59394	UniRef50_Q8GB19
Q3BVK6	UniRef50_Q83BV3
Q2W0H0	UniRef50_Q9RNM9
P38372	UniRef50_Q5XEB4
Q6LLZ0	UniRef50_Q7U4X5
Q7MZ93	UniRef50_Q44238
Q05FR8	UniRef50_Q05FR8
Q6NG33	UniRef50_O86781
A1K4R0	UniRef50_P45205
Q04JH4	UniRef50_Q8Y4I3
Q038Z2	UniRef50_P77886
Q92BX2	UniRef50_Q8Y7A5
B1AJ99	UniRef50_Q8EUJ8
Q57E58	UniRef50_Q28RD6
Q6KHR2	UniRef50_Q98Q75
A4W4R9	UniRef50_Q3BUN6
Q01V55	UniRef50_Q01V55
A8F9T1	UniRef50_P39634
B0K0Z0	UniRef50_P11998
Q8ZFX9	UniRef50_Q9S5G4
B2JC95	UniRef50_Q54NE6
B0BS22	UniRef50_Q8D2A1
P75713	UniRef50_P75713
A8GNY6	UniRef50_Q9ZD90
P74696	UniRef50_P74696
Q820Y5	UniRef50_Q820Y5
B9KSA5	UniRef50_Q214J8
B7NVN1	UniRef50_Q8ECV0
B8DT48	UniRef50_B7GP85
O25812	UniRef50_O25812
Q8Z1W5	UniRef50_Q2YBM5
Q2YPD5	UniRef50_Q2YPD5
A1JKP3	UniRef50_Q9HTE9
A7HHV3	UniRef50_A7HHV3
B9KEV8	UniRef50_B9KEV8
B0UKH0	UniRef50_C3MHK2
A2S0N7	UniRef50_Q2T7N4
Q3ZZN3	UniRef50_Q3Z990
Q2JS70	UniRef50_P24630
Q7MVI0	UniRef50_P71104
B8D913	UniRef50_B8D913
A9AC16	UniRef50_Q8ZBT8
B5YG57	UniRef50_B5YG57
Q9KWS0	UniRef50_P51016
C5VZR6	UniRef50_Q07876
A6VIW4	UniRef50_P10618
C5BLH1	UniRef50_C5BLH1
Q9ZLW6	UniRef50_P94844
B7LPI1	UniRef50_A6VQA5
Q7VCC2	UniRef50_Q7VCC2
Q65T53	UniRef50_Q9JS45
Q8XHA7	UniRef50_P39821
P58991	UniRef50_P58991
B5EQW2	UniRef50_A0KNL0
B9DNV2	UniRef50_Q59803
A4FWK1	UniRef50_A8ZT68
Q8FHA7	UniRef50_P05042
Q2FZP7	UniRef50_Q49WE6
Q6D1U0	UniRef50_Q8CX44
P66766	UniRef50_P54419
Q325I6	UniRef50_Q9KPU4
B1XVP6	UniRef50_Q9HYQ8
B1LY53	UniRef50_B1LY53
A1VQW9	UniRef50_Q2SJE4
Q4K7D5	UniRef50_Q87Y31
Q2P5R0	UniRef50_Q8PIM1
Q9A115	UniRef50_P18255
Q89L00	UniRef50_Q89L00
A6VT87	UniRef50_A6VT87
Q9KVB9	UniRef50_Q9KVB9
B0RQA5	UniRef50_Q3BQP8
Q2G2K5	UniRef50_P17086
Q81K80	UniRef50_P00344
A6SZY0	UniRef50_Q9JYP8
Q8EB94	UniRef50_Q7MP85
B4SQ11	UniRef50_B2FHN6
Q2RSR4	UniRef50_Q2RSR4
A9M8Z9	UniRef50_Q8UHA8
Q1MA50	UniRef50_P24404
B0US59	UniRef50_Q6D0H5
A3DDH9	UniRef50_A3DDH9
Q65VY2	UniRef50_P49617
O83972	UniRef50_O83972
A9KTL1	UniRef50_Q8EGS1
Q8DQT8	UniRef50_Q9A0I1
Q57PS7	UniRef50_Q8ZPR4
A7IC03	UniRef50_A8IGA3
B3DQB4	UniRef50_Q6AE10
A1KA92	UniRef50_Q5NXR4
B2G564	UniRef50_O50302
P9WID0	UniRef50_A0QWW3
P0C0D8	UniRef50_Q97RU8
Q0T8T2	UniRef50_Q8ZIQ4
A2C5I6	UniRef50_Q7V9F8
Q605K7	UniRef50_Q9JZG1
A1R508	UniRef50_A0QVM0
B8HLW6	UniRef50_B2IY45
Q81EJ6	UniRef50_Q81EJ6
Q46WL1	UniRef50_Q2KTT7
B8DHE4	UniRef50_P00952
A0M2G0	UniRef50_A5FB76
B8GAC1	UniRef50_A9WCA1
P60553	UniRef50_Q8NQ42
P20418	UniRef50_Q46495
Q07UR1	UniRef50_Q89WM2
P06653	UniRef50_P06653
C3NHE5	UniRef50_Q9YER2
Q63H98	UniRef50_A0R8H2
C1DFV8	UniRef50_Q8Y3B0
A3Q951	UniRef50_Q3SIT9
Q31KK8	UniRef50_Q31KK8
Q123G4	UniRef50_Q65W40
A1R5N7	UniRef50_Q6A8V3
O28429	UniRef50_O28429
B5FK98	UniRef50_Q8ZFS3
B6EMW1	UniRef50_A5F9G1
B7MIM0	UniRef50_Q89A19
B2TY46	UniRef50_Q5PL48
B3H1P6	UniRef50_P77835
B5YD88	UniRef50_B8DZX8
B7UKW1	UniRef50_Q8X9H8
A1WAT5	UniRef50_C5CSH0
C1CB39	UniRef50_Q3JZ37
Q1JK63	UniRef50_Q99Y66
Q9PA75	UniRef50_Q2NZW6
O26363	UniRef50_Q8U438
Q9RVD6	UniRef50_Q9RVD6
Q5HHQ0	UniRef50_P80244
B0R384	UniRef50_Q3ITN8
B1ZVI7	UniRef50_B1ZVI7
Q1WSC7	UniRef50_Q1WSC7
A0LU51	UniRef50_Q2J9Q4
A3QBU2	UniRef50_Q6WRT6
Q5P6Z5	UniRef50_B1XT08
O67068	UniRef50_O67068
Q21T97	UniRef50_Q13V90
Q146K3	UniRef50_Q146K3
Q8FCS5	UniRef50_Q6CZL3
B9DV79	UniRef50_A2RJM8
Q39YP7	UniRef50_P60859
C0R4H1	UniRef50_A6X0K0
Q9PII7	UniRef50_A0RMV6
A4JFB2	UniRef50_Q8Y065
P00946	UniRef50_P00946
B2UY22	UniRef50_B2TPX3
A3QF20	UniRef50_Q8EFB5
A4TSC2	UniRef50_P37689
A1TA09	UniRef50_O59651
Q07V06	UniRef50_Q13DN3
Q9RL78	UniRef50_Q49XH6
P37031	UniRef50_P24300
Q9JZ40	UniRef50_Q9JZ40
Q8D3D4	UniRef50_Q8D3D4
Q2FEZ3	UniRef50_P77836
Q5NNR3	UniRef50_Q89LP8
Q5LR07	UniRef50_Q6F8G5
B7M821	UniRef50_A6T6Z0
Q3J0B2	UniRef50_Q9PKA2
C4XSN8	UniRef50_Q6CEF3
Q2GGS8	UniRef50_Q2GK29
Q65QE0	UniRef50_Q8EKN9
B0BAG2	UniRef50_O84713
Q9KD93	UniRef50_Q9KD93
C3MFM4	UniRef50_Q2YLX5
B2SUA9	UniRef50_Q8PLR7
Q6DA26	UniRef50_Q65Q29
B2U219	UniRef50_Q5E2Y4
Q7V0F0	UniRef50_D0WGK0
B3E177	UniRef50_P60804
Q17V90	UniRef50_B9KFN2
Q04MR3	UniRef50_O66529
B8D917	UniRef50_P57314
Q0KF61	UniRef50_Q7W3I6
B7N363	UniRef50_Q9CNJ3
B1LLB3	UniRef50_A1S8S1
Q1QS74	UniRef50_Q5HBR5
Q31NK6	UniRef50_Q9PCC3
Q13TQ9	UniRef50_Q7P0F0
B5XYF5	UniRef50_P06173
Q9FAF8	UniRef50_Q9EZ02
Q9K0K4	UniRef50_Q9K0K4
Q6NGD7	UniRef50_Q8FNV0
B0UVP8	UniRef50_B0UVP8
Q2Y763	UniRef50_Q2Y763
Q8DQ64	UniRef50_Q9A0D2
Q2P6Z0	UniRef50_Q9I2U1
Q0T201	UniRef50_B7UGW4
Q47K73	UniRef50_Q47K73
Q6LMS5	UniRef50_Q9KPB6
B9LMH0	UniRef50_Q3IPJ7
B1VES2	UniRef50_A0QS66
A8A3M4	UniRef50_A4WDV0
Q4F8H9	UniRef50_Q4F8H9
Q60252	UniRef50_Q8RG89
A9BER7	UniRef50_A9BER7
Q18BH7	UniRef50_Q18BH7
Q3JYQ4	UniRef50_Q99Y51
A1RLX8	UniRef50_Q8EGU7
Q4JXQ4	UniRef50_P77845
Q086I0	UniRef50_Q8EHM3
A7ZAB2	UniRef50_P55179
C5G6D7	UniRef50_C5G6D7
Q4FUV6	UniRef50_Q4FUV6
O54055	UniRef50_O54055
Q9X9S0	UniRef50_P28272
Q73FX6	UniRef50_Q5GRP6
A3NYN0	UniRef50_B4ECX5
B2V327	UniRef50_Q04GD7
B8EJS1	UniRef50_Q7CYR2
Q8Z9U1	UniRef50_Q9KRA3
Q0STY9	UniRef50_Q8XLM2
D0WGK0	UniRef50_D0WGK0
Q5X168	UniRef50_Q5WSY8
A8AB20	UniRef50_Q9YD18
Q0SX29	UniRef50_Q57G40
A1TAA5	UniRef50_Q9L1B1
Q97MU4	UniRef50_Q8XKG4
A3PF13	UniRef50_Q0P3K2
A9WYR8	UniRef50_Q89K19
B7N6C9	UniRef50_Q8XA71
B1LCE8	UniRef50_Q9WZY5
Q73HY6	UniRef50_Q5FH87
A5VS59	UniRef50_Q89U81
B6IB77	UniRef50_A0KI46
Q8NNJ8	UniRef50_Q8NNJ8
Q82UK8	UniRef50_Q82UK8
Q6HBW8	UniRef50_O32114
B6IYZ9	UniRef50_A9KFA0
B4TQC3	UniRef50_Q8ECP6
A1WVG1	UniRef50_Q9KCL4
B1VHK2	UniRef50_B1VHK2
Q67PJ3	UniRef50_Q67PJ3
Q12HI8	UniRef50_Q9PC93
Q9F714	UniRef50_Q7NI14
Q0AFP4	UniRef50_Q7VSN2
A0KDV0	UniRef50_Q0BA68
A0QCA6	UniRef50_P61733
Q1GJY2	UniRef50_Q9ABE5
A9AKH1	UniRef50_V5YW53
Q5YVA5	UniRef50_B2AHM5
B5XJY9	UniRef50_O68579
A4XNB6	UniRef50_B3PGZ1
Q2NA15	UniRef50_Q2NA15
Q9JXR6	UniRef50_Q8Y0J4
A4QF39	UniRef50_Q8NNZ4
B3E340	UniRef50_P60938
A8APY0	UniRef50_A4WER8
Q12KL2	UniRef50_Q3B3Q8
B4SJN0	UniRef50_B4SJN0
Q67JY2	UniRef50_Q9RTH9
Q4UNJ9	UniRef50_Q9ZED5
Q04I25	UniRef50_Q8G998
A0R2V9	UniRef50_Q8NRQ2
B6JGY0	UniRef50_B6JGY0
Q3AUT5	UniRef50_Q7NFT6
Q4ZW75	UniRef50_Q4ZW75
P16630	UniRef50_P16630
B1I9D8	UniRef50_P13375
B1KTE0	UniRef50_C1FNE4
B2FQR2	UniRef50_Q3ANI8
B2HP68	UniRef50_P66035
A5V3H2	UniRef50_Q9X5F5
P45118	UniRef50_P45118
A7Z4J5	UniRef50_O34617
A1VAA0	UniRef50_Q726S6
Q21PV5	UniRef50_Q21PV5
Q0W0C9	UniRef50_O26708
C5BE90	UniRef50_A6T6Z0
A3NBT1	UniRef50_B9F2U5
Q9RWN1	UniRef50_P21777
B5XWP0	UniRef50_Q32FD6
Q7M8H4	UniRef50_Q7M8H4
Q30TG2	UniRef50_A6Q522
A7NB07	UniRef50_Q5ZXN7
Q6N7Q9	UniRef50_Q6N7Q9
A5E8K1	UniRef50_P36623
O51767	UniRef50_O51767
B1IYV1	UniRef50_Q8EJU7
A1AW13	UniRef50_Q7VSN2
Q7VMX4	UniRef50_P85968
B7HLM0	UniRef50_Q8RG86
Q97F58	UniRef50_Q97F58
Q46225	UniRef50_Q9Z7I4
A6UBU5	UniRef50_Q0BVG3
C3LKQ4	UniRef50_P54378
Q6D8W0	UniRef50_P45055
Q5E831	UniRef50_P28603
A5CVN5	UniRef50_A5CVN5
Q0T3K8	UniRef50_Q8XBC7
Q3K886	UniRef50_Q2SKP0
B1KZ46	UniRef50_O66529
O57983	UniRef50_Q5JHL8
Q8YR06	UniRef50_Q7VEK9
B8IZ52	UniRef50_Q72F80
B8GXM4	UniRef50_Q3SNT2
Q3SFW2	UniRef50_Q7P113
A5F4Z5	UniRef50_A5F4Z5
A0R015	UniRef50_Q4JW94
C4ZXQ7	UniRef50_C5BF52
Q8FKZ4	UniRef50_Q5E719
Q7U9S3	UniRef50_O68662
B3EGH6	UniRef50_Q8KEX7
Q63PI5	UniRef50_A4JA40
A1WXW9	UniRef50_A1WXW9
B7IRS8	UniRef50_P39615
P71104	UniRef50_P71104
A9NB23	UniRef50_B6J5S3
A9KW96	UniRef50_Q65W40
B6EK65	UniRef50_Q9KTY9
Q9PKZ9	UniRef50_Q9PN07
C6DBR1	UniRef50_Q9KPY7
B5QUN9	UniRef50_Q3BUN6
Q1QAL9	UniRef50_Q4FT93
A5N8H9	UniRef50_Q2RIZ3
Q6ACL1	UniRef50_Q06734
Q3A2J8	UniRef50_Q3A2J8
B0TB90	UniRef50_B0TB90
P44445	UniRef50_P33643
Q8RC98	UniRef50_Q8RC98
A6UE79	UniRef50_Q82XV0
Q9HPG6	UniRef50_Q9HPG6
A1S425	UniRef50_Q8EBI4
B0BSJ7	UniRef50_Q3IJC5
Q8TMG9	UniRef50_Q8TMG9
Q8EQV1	UniRef50_Q3Z9H8
Q21C27	UniRef50_Q89WB3
Q2N9N0	UniRef50_P12291
Q6AJE5	UniRef50_Q6AJE5
A0QKU5	UniRef50_A0QSL8
A7WYW7	UniRef50_Q49V52
Q0TCW8	UniRef50_Q9KIP8
Q4FRI6	UniRef50_Q9KTY9
A8EU69	UniRef50_A8EU69
B1MDP6	UniRef50_B1MDP6
B9KGM2	UniRef50_Q82SL7
P0A7A0	UniRef50_P43726
Q9PDG4	UniRef50_P33038
A1S4E0	UniRef50_A1S4E0
B5QVI6	UniRef50_Q6CZF2
Q5GT34	UniRef50_Q2GLG0
Q8PC25	UniRef50_A0LFF8
Q31P19	UniRef50_Q2KUX6
C1CL69	UniRef50_Q9CGD7
Q989L5	UniRef50_Q989L5
Q9Y9U7	UniRef50_Q9Y9U7
Q7N2G7	UniRef50_Q7N9E5
B2T1N9	UniRef50_Q92TA9
A8FYW3	UniRef50_Q9PN97
A2RJT1	UniRef50_Q9CFC2
A5UCB8	UniRef50_Q9KPU4
Q0RJ31	UniRef50_Q9PBI6
Q72RU2	UniRef50_Q8F3V7
Q2GEB6	UniRef50_Q2GEB6
C3LAZ9	UniRef50_P54419
C0R0X6	UniRef50_C0R0X6
B2IMZ8	UniRef50_Q54869
B1LIP0	UniRef50_P44556
Q7V558	UniRef50_Q7V9U7
Q6AEQ1	UniRef50_Q8NQX9
Q577P8	UniRef50_Q8D2A1
C5CPY0	UniRef50_B5YFZ0
B2G731	UniRef50_A5VJL7
A6TGA7	UniRef50_Q8FBE0
Q0BI86	UniRef50_B2AH66
O34370	UniRef50_O34370
B7UM46	UniRef50_P06968
A8AY10	UniRef50_Q837V6
Q65NN5	UniRef50_Q65NN5
A1WYU4	UniRef50_A1WYU4
Q6F950	UniRef50_Q88B09
A8H2M6	UniRef50_Q486Z0
Q57I92	UniRef50_Q9X6M5
Q2KVK9	UniRef50_O68662
A5G270	UniRef50_A5G270
P62618	UniRef50_B6I6D5
B1ZPF0	UniRef50_B1ZPF0
Q3AGF3	UniRef50_Q8DI59
B2FRM5	UniRef50_B2FRM5
Q57CA9	UniRef50_Q2YS22
Q2G4K2	UniRef50_Q2G4K2
A9R685	UniRef50_Q2T9E1
P77608	UniRef50_P77608
A6QIR5	UniRef50_P63479
B7NS05	UniRef50_P44857
A6LFQ8	UniRef50_A6L011
Q1INS6	UniRef50_Q1INS6
Q83CU8	UniRef50_Q83CU8
A3QGM9	UniRef50_P45100
Q8TXJ7	UniRef50_Q8TXJ7
A5GRN3	UniRef50_A5GRN3
A7I8R6	UniRef50_A7I8R6
Q0T0L7	UniRef50_P16448
Q8XVE4	UniRef50_B2UDL1
C3MJQ6	UniRef50_P61615
B4SEH6	UniRef50_A6GY30
Q9I194	UniRef50_Q9I194
B3E1X5	UniRef50_B3E1X5
O28152	UniRef50_Q57751
B1IBW1	UniRef50_Q9CG17
C4ZUK7	UniRef50_A7ME22
Q3Z5E9	UniRef50_A4W6V4
A0KTX7	UniRef50_Q7VMI1
A5F8N0	UniRef50_Q5E866
B5BL56	UniRef50_Q8GB19
Q0HVY2	UniRef50_P43828
B7V2P3	UniRef50_Q7MHL9
Q7CFX8	UniRef50_Q6CZL3
A5VM68	UniRef50_A5VM68
A8GH82	UniRef50_A8EV89
Q05619	UniRef50_Q97II1
B3GYN8	UniRef50_Q8EHC8
Q7VQP0	UniRef50_Q7VQP0
A4XYC6	UniRef50_Q3B3Q8
Q3Z5X9	UniRef50_Q6D0C7
A8AX28	UniRef50_Q8DU15
A1UHA0	UniRef50_A4X652
Q8EKQ3	UniRef50_Q8EKQ3
Q2GLU6	UniRef50_Q2GLU6
P17556	UniRef50_Q6LX40
B9DPJ2	UniRef50_Q49X17
Q1IZA3	UniRef50_P09403
B1LNX6	UniRef50_Q8EDX5
B8FZE0	UniRef50_Q8UA92
B3PZB6	UniRef50_A1UU39
B5E364	UniRef50_P54419
A8IFY6	UniRef50_B1M3B2
Q1QXV0	UniRef50_B2FJS1
A7H575	UniRef50_B3QSB4
Q8A7G0	UniRef50_Q8A7G0
Q8TV85	UniRef50_Q58605
Q086H7	UniRef50_A3MIQ6
Q4ULM2	UniRef50_A8F1N2
Q166A7	UniRef50_Q1GH67
Q2S1H7	UniRef50_Q2S1H7
A4TB64	UniRef50_A0QZ47
B1JZE0	UniRef50_Q63Y24
B9KDZ8	UniRef50_Q8A0U0
B1YT09	UniRef50_Q9JZ53
Q8ZY36	UniRef50_A1RTU8
Q38ZL1	UniRef50_Q837U7
Q888C6	UniRef50_Q8ZEY2
B4STR2	UniRef50_B2SM82
A2RG73	UniRef50_Q72DA4
O25836	UniRef50_O25836
Q9KVE0	UniRef50_Q9KVE0
Q2RPE1	UniRef50_Q2RPE1
Q8CPI3	UniRef50_P51831
Q5ZUH7	UniRef50_Q5WVN0
O31662	UniRef50_O31662
Q8EER9	UniRef50_Q8EER9
Q8U147	UniRef50_Q8U147
A6T5R0	UniRef50_Q6D2E1
Q3BUS4	UniRef50_Q7N8K4
Q7U0N5	UniRef50_Q6M6E7
B4ECC7	UniRef50_P17086
B5F415	UniRef50_Q8ZMF5
B2I2Q0	UniRef50_Q89WB3
B8G1Y7	UniRef50_P16304
B0BAV0	UniRef50_O84849
Q3ANV2	UniRef50_Q8KGD5
A4VKK1	UniRef50_Q4KFF5
A6U4P6	UniRef50_Q45597
A2RLD8	UniRef50_Q9KCL4
P9WGC5	UniRef50_A0R3M4
B8GYF5	UniRef50_Q9ABE5
B5XUF5	UniRef50_Q32BV2
Q57689	UniRef50_Q57689
A9IXE5	UniRef50_Q6G2G3
A9WW77	UniRef50_Q93S39
A7H9F8	UniRef50_Q2IQ01
P64332	UniRef50_P16618
A6Q6B6	UniRef50_P25177
A1KJ01	UniRef50_A1T8U7
C6DFU6	UniRef50_Q9KRY1
Q71WL8	UniRef50_P46906
A4JH32	UniRef50_Q62HL4
Q2FJ98	UniRef50_Q49V52
Q4L3F2	UniRef50_Q5HRR0
Q7WQL9	UniRef50_Q3K6L0
Q8Z9R9	UniRef50_Q07VT4
B1Y2E5	UniRef50_P51016
B9M6V1	UniRef50_Q1IHH5
P9WQA0	UniRef50_Q8NR17
B3WC17	UniRef50_C4L2T2
Q59092	UniRef50_Q59092
A9MUH8	UniRef50_A1S8S1
A4W235	UniRef50_Q8DUW3
B6EHQ2	UniRef50_Q73Q47
Q667V4	UniRef50_A1JKK7
A7NK74	UniRef50_A5UWI8
Q9HYR9	UniRef50_Q9HYR9
A7MXT4	UniRef50_P44922
B2VG69	UniRef50_P05989
Q251S4	UniRef50_B8FZA5
Q1WUK1	UniRef50_Q1WUK1
C3L740	UniRef50_Q8RG86
B1VYP5	UniRef50_Q8NP12
A4JBP6	UniRef50_B0TYQ6
B4TTW5	UniRef50_Q8ZMF5
B2GFD7	UniRef50_B2GFD7
P44538	UniRef50_P44538
Q1CS51	UniRef50_O25812
Q1GE81	UniRef50_Q2W1G2
C4LGT5	UniRef50_Q9AGJ6
Q15R35	UniRef50_C5BN92
P42457	UniRef50_P42457
Q3JVD0	UniRef50_Q21WR9
B1LNE8	UniRef50_Q9KPY7
P33013	UniRef50_P33013
C6DAH1	UniRef50_Q87RT2
Q9PJN6	UniRef50_Q0J8A4
A1AW32	UniRef50_A1AW32
O32193	UniRef50_O32193
Q1BEJ0	UniRef50_Q73T00
Q8PUR2	UniRef50_Q8PUR2
B7VR52	UniRef50_Q2T9E1
Q8KA59	UniRef50_Q8EK27
Q31HB0	UniRef50_Q31HB0
B8DKW0	UniRef50_Q72AV1
B4U950	UniRef50_B4U950
A9MXH1	UniRef50_Q5E2Y4
Q63W86	UniRef50_Q2T083
B9JUF7	UniRef50_Q7CWE8
Q21TF1	UniRef50_Q7N6E7
A9WRT6	UniRef50_A1R996
B4TFZ1	UniRef50_Q8GR70
Q2K486	UniRef50_Q0BPL4
Q7MMG7	UniRef50_Q6LNW0
B0TYI1	UniRef50_Q603S2
Q5WHY0	UniRef50_Q5WHY0
Q5X7K6	UniRef50_C1A8X8
A5F4Q4	UniRef50_A6VKV4
Q6NI09	UniRef50_Q6NI09
P44701	UniRef50_P21507
A9KV34	UniRef50_Q1R5B9
Q47D25	UniRef50_Q82VW0
A9NEL7	UniRef50_A9NEL7
Q253I5	UniRef50_B0B803
Q0RLT6	UniRef50_Q2J9Q4
A7ZIJ4	UniRef50_Q8EG20
Q9KL20	UniRef50_Q9KL20
B2URJ0	UniRef50_B2URJ0
A3CU51	UniRef50_A7I809
Q9L6I1	UniRef50_Q9L6I1
C5BSZ7	UniRef50_Q2SL96
Q97DC6	UniRef50_Q97DC6
Q8CWQ5	UniRef50_Q9A196
Q65FV7	UniRef50_Q9K7Q7
P66730	UniRef50_Q9CEE4
B4TI59	UniRef50_P36175
A2C629	UniRef50_Q5XD62
A4JHZ4	UniRef50_Q8Y2E0
Q72JP7	UniRef50_Q5SJC8
A1WXD9	UniRef50_Q82XW0
B1I012	UniRef50_P39615
Q11M76	UniRef50_Q11M76
Q1MBE0	UniRef50_Q92UN9
Q6H941	UniRef50_Q9I0R2
Q8Z472	UniRef50_B7MZ47
C1EQQ8	UniRef50_O31663
B7HL23	UniRef50_P31113
B6I5K4	UniRef50_Q8FB78
Q5Z0D8	UniRef50_Q5Z0D8
B0TAH2	UniRef50_B0TAH2
Q2FF15	UniRef50_D3DKC4
A9AAG9	UniRef50_Q8U192
Q31VY8	UniRef50_Q8EKR0
Q8E6A9	UniRef50_Q8E0N5
P37984	UniRef50_P07395
Q74CR5	UniRef50_D3DKC4
A8GCT5	UniRef50_C6EHJ6
Q3KKY7	UniRef50_O84713
Q4ZUW7	UniRef50_Q8EFN8
A5U056	UniRef50_P63536
Q3KLF5	UniRef50_Q9Z7P2
C3PNB9	UniRef50_O68992
P61423	UniRef50_Q9A6Q5
Q5LYI7	UniRef50_Q8DVF3
A7FNA0	UniRef50_Q7MZB5
B8EBL1	UniRef50_Q65W40
P65512	UniRef50_Q49VB6
A4JF45	UniRef50_Q0KA43
B8CIQ9	UniRef50_P45257
A5GVX9	UniRef50_Q7V9Y1
Q3YZE4	UniRef50_A7ZPJ8
Q8UHW9	UniRef50_Q8UHW9
B7M874	UniRef50_P57443
Q7UZP0	UniRef50_Q7UZP0
A8A5P0	UniRef50_A4WFL3
Q5PG91	UniRef50_Q8Z7N9
B7NFM3	UniRef50_Q8FBC3
Q7MIG4	UniRef50_Q9KPV6
C5CXZ9	UniRef50_Q2YPD6
A1S8K1	UniRef50_C5B7N2
B7K907	UniRef50_Q2YPD6
D0ZHS9	UniRef50_P21454
Q9WX94	UniRef50_Q9WX94
Q8RED8	UniRef50_Q8RED8
P72623	UniRef50_Q604D9
Q3JCM5	UniRef50_Q3JCM5
B9DKT3	UniRef50_Q49VD1
A3PXT6	UniRef50_Q0S2E4
Q3IQR5	UniRef50_Q9HPW5
B1LP82	UniRef50_Q7VL73
Q3KD12	UniRef50_Q9I2E5
Q8U2G6	UniRef50_Q52428
A4QH44	UniRef50_Q8FMI6
Q07M70	UniRef50_Q9RH70
A4WG77	UniRef50_P50921
Q7W513	UniRef50_Q7VVX6
